election_id,election_date,state,jurisdiction_level,jurisdiction_name,office_or_issue,district_name,district_number,election_type,voter_facing,votenow_location_string,search_tokens,source_name,source_url,verification_status,verification_notes,last_verified_at,anomaly_flag
ed4998e0-158f-4785-86a2-f3855dc372e2,2026-03-10,AZ,statewide,Statewide,General election,Arizona,,general,Y,AZ Statewide,"statewide,arizona,az",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source | Ambiguous statewide listing retained for review | Unusual statewide general timing,,True
a52c39b0-dd12-4991-96e8-210c620e02d1,2026-03-10,GA,federal_district,Georgia District 14,Special election for U.S. House Georgia District 14,Georgia District 14,14,special_general,Y,"Georgia District 14, GA","georgia,district,14,ga",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
90e93c87-6982-48a0-b683-95609b364f13,2026-03-10,GA,state_legislative_district,Georgia House of Representatives District 130,Special general election for Georgia House of Representatives District 130,Georgia House of Representatives District 130,130,special_general,Y,"Georgia House of Representatives District 130, GA","georgia,house,of,representatives,district,130,ga",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
a42ea5b4-b736-4511-9863-3f6a2cc905eb,2026-03-10,GA,state_legislative_district,Georgia House of Representatives District 94,Special general election for Georgia House of Representatives District 94,Georgia House of Representatives District 94,94,special_general,Y,"Georgia House of Representatives District 94, GA","georgia,house,of,representatives,district,94,ga",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
ac278c33-bd62-408b-8cd5-28e621580fc2,2026-03-10,GA,state_legislative_district,Georgia State Senate District 53,Special general election for Georgia State Senate District 53,Georgia State Senate District 53,53,special_general,Y,"Georgia State Senate District 53, GA","georgia,state,senate,district,53,ga",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
6ddc872d-7c6f-430b-a4d2-8cb1e90e7c7b,2026-03-10,MS,statewide,Statewide,Mississippi statewide primary election,Mississippi statewide primary election,,primary,Y,MS Statewide,"statewide,mississippi,ms",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
35fe2df6-4595-43a2-a199-40934b4d8f6d,2026-03-10,NH,state_legislative_district,New Hampshire House of Representatives Carroll 7,Special general election for New Hampshire House of Representatives District Carroll 7,New Hampshire House of Representatives Carroll 7,,special_general,Y,"New Hampshire House of Representatives Carroll 7, NH","new,hampshire,house,of,representatives,carroll,7,nh",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
45e2c6db-460f-4f7e-90f0-7f4e127f03b4,2026-03-14,LA,state_legislative_district,Louisiana House of Representatives District 100,Louisiana House of Representatives District 100 special general election,Louisiana House of Representatives District 100,100,special_general,Y,"Louisiana House of Representatives District 100, LA","louisiana,house,of,representatives,district,100,la",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
d79c9421-8fcb-40ac-90c7-2866121bc3f1,2026-03-14,LA,state_legislative_district,Louisiana House of Representatives District 69,Special primary election for Louisiana House of Representatives District 69,Louisiana House of Representatives District 69,69,special_primary,Y,"Louisiana House of Representatives District 69, LA","louisiana,house,of,representatives,district,69,la",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
db5d6eb6-0dda-479d-8920-fe7c2856add7,2026-03-14,LA,state_legislative_district,Louisiana State Senate District 3,Special general election for Louisiana State Senate District 3,Louisiana State Senate District 3,3,special_general,Y,"Louisiana State Senate District 3, LA","louisiana,state,senate,district,3,la",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
4ff7f579-4f02-4f1f-a8e6-765374bdee9b,2026-03-17,IL,special_district,Metropolitan Water Reclamation District of Greater Chicago,Special primary for Metropolitan Water Reclamation District of Greater Chicago,Metropolitan Water Reclamation District of Greater Chicago,of,special_primary,Y,"Metropolitan Water Reclamation District of Greater Chicago, IL","metropolitan,water,reclamation,district,of,greater,chicago,illinois,il",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
3cc7ba34-7950-4bbb-bee3-beb7c7cf36bd,2026-03-17,IL,statewide,Statewide,Illinois statewide primary election,Illinois statewide primary election,,primary,Y,IL Statewide,"statewide,illinois,il",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
cce83348-fd30-46cc-87bd-1a3bc0f728bd,2026-03-17,PA,state_legislative_district,Pennsylvania House of Representatives District 193,Special election for Pennsylvania House of Representatives District 193,Pennsylvania House of Representatives District 193,193,special_general,Y,"Pennsylvania House of Representatives District 193, PA","pennsylvania,house,of,representatives,district,193,pa",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
b64fbd06-04df-4153-bb4a-640b470d4dc8,2026-03-17,PA,state_legislative_district,Pennsylvania House of Representatives District 79,Special election for Pennsylvania House of Representatives District 79,Pennsylvania House of Representatives District 79,79,special_general,Y,"Pennsylvania House of Representatives District 79, PA","pennsylvania,house,of,representatives,district,79,pa",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
81f9b0dd-5c22-4bd5-b0f1-7c8e1876adbf,2026-03-24,CA,city,Ontario,Special election,Ontario,,special_general,Y,"Ontario, CA","ontario,california,ca",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
bf563ebc-04c3-415e-8b88-f03b69c3edff,2026-03-24,FL,state_legislative_district,Florida House of Representatives District 51,Special general election for Florida House of Representatives District 51,Florida House of Representatives District 51,51,special_general,Y,"Florida House of Representatives District 51, FL","florida,house,of,representatives,district,51,fl",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
f38d1872-4537-43ec-9842-eb1a338734a2,2026-03-24,FL,state_legislative_district,Florida House of Representatives District 87,Special general election for Florida House of Representatives District 87,Florida House of Representatives District 87,87,special_general,Y,"Florida House of Representatives District 87, FL","florida,house,of,representatives,district,87,fl",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
ba383056-c61d-4ab8-97c0-e10002a483cc,2026-03-24,FL,state_legislative_district,Florida State Senate District 14,Special general election for Florida State Senate District 14,Florida State Senate District 14,14,special_general,Y,"Florida State Senate District 14, FL","florida,state,senate,district,14,fl",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
95739b00-c1cd-48df-a419-509c60a05c6e,2026-03-31,AR,statewide,Statewide,Arkansas statewide primary runoff election,Arkansas,,runoff,Y,AR Statewide,"statewide,arkansas,ar",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
86fb07d2-ff2b-4d34-87e6-85141540146d,2026-03-31,MA,special_district,Massachusetts House of Representatives 5th Essex District,Special general election for Massachusetts House of Representatives 5th Essex District,Massachusetts House of Representatives 5th Essex District,,special_general,Y,"Massachusetts House of Representatives 5th Essex District, MA","massachusetts,house,of,representatives,5th,essex,district,ma",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
61167e6a-d29f-4bfd-8455-d414ee8c7c86,2026-04-04,TX,special_district,Houston City Council District C,Special general election for Houston City Council District C,Houston City Council District C,C,special_general,Y,"Houston City Council District C, TX","houston,city,council,district,c,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
50a81d93-d9db-463c-9951-a6e6b3de6958,2026-04-04,TX,city,Plano,Special general election runoff for Plano City Council Place 7,Plano,,runoff,Y,"Plano, TX","plano,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
6ac86322-3629-4e27-b311-4699fdd97529,2026-04-07,AK,city,Anchorage,Anchorage general election,Anchorage,,general,Y,"Anchorage, AK","anchorage,alaska,ak",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
9024b4b1-5a1c-4ae7-9d7c-9738e71252ac,2026-04-07,AK,school_district,Anchorage School District,Anchorage School District general election,Anchorage School District,,general,Y,"Anchorage School District, AK","anchorage,school,district,alaska,ak",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
6f82928d-7b46-43f4-8e0a-31ab0ccae96c,2026-04-07,CO,recall,Collbran,Jessica Price recall election,Collbran,,recall,Y,"Collbran, CO","collbran,colorado,co",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
46b4456e-fd0f-4f65-b61f-edad36255caa,2026-04-07,GA,state_legislative_district,Georgia House of Representatives District 130,Special general runoff for Georgia House of Representatives District 130,Georgia House of Representatives District 130,130,runoff,Y,"Georgia House of Representatives District 130, GA","georgia,house,of,representatives,district,130,ga",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
e3d02344-98b7-4e40-96ae-f9969e4a6209,2026-04-07,GA,state_legislative_district,Georgia House of Representatives District 94,Special general runoff for Georgia House of Representatives District 94,Georgia House of Representatives District 94,94,runoff,Y,"Georgia House of Representatives District 94, GA","georgia,house,of,representatives,district,94,ga",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
36279901-fda8-4910-b450-5ded238e780c,2026-04-07,GA,state_legislative_district,Georgia State Senate District 53,Special general runoff for Georgia State Senate District 53,Georgia State Senate District 53,53,runoff,Y,"Georgia State Senate District 53, GA","georgia,state,senate,district,53,ga",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
f5e7fd58-52ec-4f5d-9c01-63518b101837,2026-04-07,MO,school_district,Center School District,Center School District general election,Center School District,,general,Y,"Center School District, MO","center,school,district,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
ecb62271-5ff3-432c-a145-2266ebf5f4e2,2026-04-07,MO,county,Clay County,Clay County general election,Clay County,,general,Y,"Clay County, MO","clay,county,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
917f7c2a-e34e-41cc-b4c4-a262bab8061c,2026-04-07,MO,school_district,Grandview C-4 School District,Grandview C-4 School District general election,Grandview C-4 School District,,general,Y,"Grandview C-4 School District, MO","grandview,c,4,school,district,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
9de52255-268d-4022-a8e8-2d1e451edb32,2026-04-07,MO,school_district,Hickman Mills C-1 School District,Hickman Mills C-1 School District general election,Hickman Mills C-1 School District,,general,Y,"Hickman Mills C-1 School District, MO","hickman,mills,c,1,school,district,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
b8e0f117-94d3-46b2-9f72-81b385afb314,2026-04-07,MO,county,Jackson County,Jackson County general election,Jackson County,,general,Y,"Jackson County, MO","jackson,county,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
4bb344ef-428e-4f3c-8709-3eda742100ab,2026-04-07,MO,city,Jefferson City,"General election in Jefferson City, Missouri",Jefferson City,,general,Y,"Jefferson City, MO","jefferson,city,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
b35cdf93-f9e5-4f78-86f9-b868d4ea1abb,2026-04-07,MO,school_district,Liberty Public Schools,Liberty Public Schools general election,Liberty Public Schools,,general,Y,"Liberty Public Schools, MO","liberty,public,schools,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
e6067afc-4db0-453c-abe7-2caace0af4aa,2026-04-07,MO,city,North Kansas City Schools,North Kansas City Schools general election,North Kansas City Schools,,general,Y,"North Kansas City Schools, MO","north,kansas,city,schools,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
58a6a783-2bd5-4a4c-916a-a095c1b45326,2026-04-07,MO,school_district,Park Hill School District,Park Hill School District general election,Park Hill School District,,general,Y,"Park Hill School District, MO","park,hill,school,district,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
d999670e-539c-4321-aa2a-f345865e1e45,2026-04-07,MO,county,Platte County,Platte County general election,Platte County,,general,Y,"Platte County, MO","platte,county,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
a0a3c8ec-85fb-4ca4-b906-9fcf43b532da,2026-04-07,MO,school_district,St. Joseph School District,St. Joseph School District general election,St. Joseph School District,,general,Y,"St. Joseph School District, MO","st,joseph,school,district,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
5ea282ee-f91d-473b-b836-98314e7257ab,2026-04-07,MO,city,St. Louis,"General election in St. Louis, Missouri",St. Louis,,general,Y,"St. Louis, MO","st,louis,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
97198bfe-d38a-4adf-b63b-8484ce50a54b,2026-04-07,MO,special_district,St. Louis Community College Board of Trustees District,General election for St. Louis Community College District,St. Louis Community College Board of Trustees District,,general,Y,"St. Louis Community College Board of Trustees District, MO","st,louis,community,college,board,of,trustees,district,missouri,mo",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
be551d4a-f62b-40a3-b8d8-3b033e4a388e,2026-04-07,MS,statewide,Statewide,Mississippi statewide primary runoff election,Mississippi,,runoff,Y,MS Statewide,"statewide,mississippi,ms",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
a46c046e-afcd-4eea-aae5-d98e3383e670,2026-04-07,OK,school_district,Crooked Oak Public Schools,Crooked Oak Public Schools general election,Crooked Oak Public Schools,,general,Y,"Crooked Oak Public Schools, OK","crooked,oak,public,schools,oklahoma,ok",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
4c5c4faa-c65d-4952-b2d6-edeb498d7778,2026-04-07,OK,school_district,Edmond Public Schools,Edmond Public Schools general election,Edmond Public Schools,,general,Y,"Edmond Public Schools, OK","edmond,public,schools,oklahoma,ok",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
420aa529-0e2a-4701-8c2c-93893215fe28,2026-04-07,OK,school_district,Millwood Public Schools,Millwood Public Schools general election,Millwood Public Schools,,general,Y,"Millwood Public Schools, OK","millwood,public,schools,oklahoma,ok",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
1674a657-d7fc-4498-ac9d-446c6c7c0cbb,2026-04-07,OK,school_district,Moore Public Schools,Moore Public Schools general election,Moore Public Schools,,general,Y,"Moore Public Schools, OK","moore,public,schools,oklahoma,ok",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
12497a88-1dd0-40f2-a457-90066d3897ed,2026-04-07,OK,city,Oklahoma City,Oklahoma City general election runoff,Oklahoma City,,runoff,Y,"Oklahoma City, OK","oklahoma,city,ok",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
a86ce503-3da2-4002-9484-cf7eac2df160,2026-04-07,OK,school_district,Oklahoma City Public Schools,Oklahoma City Public Schools general election,Oklahoma City Public Schools,,general,Y,"Oklahoma City Public Schools, OK","oklahoma,city,public,schools,ok",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
369bee39-2b4f-4cc5-9a43-93fe4f0fc919,2026-04-07,OK,county,Oklahoma County,Oklahoma County general election,Oklahoma County,,general,Y,"Oklahoma County, OK","oklahoma,county,ok",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
2348f823-d39f-4039-b589-16f39b5febc2,2026-04-07,OK,school_district,Tulsa Public Schools,Tulsa Public Schools general election,Tulsa Public Schools,,general,Y,"Tulsa Public Schools, OK","tulsa,public,schools,oklahoma,ok",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
14564405-f598-4ce3-b06c-14d33e234740,2026-04-07,OK,city,Tulsa Tech,General election for Tulsa Technology Center Board of Education,Tulsa Tech,,general,Y,"Tulsa Tech, OK","tulsa,tech,oklahoma,ok",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
5510aa62-e4be-4e53-aae6-c31ba06b9a20,2026-04-07,WI,statewide,Statewide,Wisconsin spring statewide election,Wisconsin,,general,Y,WI Statewide,"statewide,wisconsin,wi",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source | Unusual statewide general timing,,True
