cert,bank,state,regulator,assets_k,exam_method,inv_rating,svc_rating,pe_date,route,contact,channel,address
57591,West Coast Community Bank,CA,FDIC,2944293,Large Bank Evaluation,High Satisfactory,Low Satisfactory,03/01/2026,role,CRA Officer,www.wccb.com,"75 River St, Santa Cruz, CA 95060"
29488,First Federal Savings and Loan Association of Lakewood,OH,OCC,2942482,Large Bank,,,04/01/2024,role,CRA Officer,www.ffl.bank,"14806 Detroit Ave, Lakewood, OH 44107"
16958,Minnwest Bank,MN,FDIC,2940968,Large Bank Evaluation,High Satisfactory,High Satisfactory,07/01/2025,role,CRA Officer,www.minnwestbank.com,"300 S Washington St, Redwood Falls, MN 56283"
57997,Bryant Bank,AL,FDIC,2937170,Large Bank Evaluation,,,06/01/2023,role,CRA Officer,www.bryantbank.com,"1550 Mcfarland Blvd N, Tuscaloosa, AL 35406"
7900,"NEXTIER BANK, NATIONAL ASSOCIATION",PA,OCC,2928192,Intermediate Small Bank,,,05/08/2023,role,CRA Officer,www.nextierbank.com,"222 Market St, Kittanning, PA 16201"
698,Wayne Bank,PA,FDIC,2905992,Large Bank Evaluation,High Satisfactory,Low Satisfactory,03/01/2026,role,CRA Officer,Wayne.Bank,"717 Main St, Honesdale, PA 18431"
57244,Cedar Rapids Bank and Trust Company,IA,FED,2900018,Int Small Bank,High Satisfactory,High Satisfactory,"Sep 10, 2018",role,CRA Officer,www.CRBT.bank,"500 1st Ave Ne, Cedar Rapids, IA 52401"
10044,National Exchange Bank and Trust,WI,OCC,2890553,Large Bank,,,05/20/2024,role,CRA Officer,https://www.nebat.com,"130 S Main St, Fond Du Lac, WI 54935"
34656,American First National Bank,TX,OCC,2886145,Large Bank,,,05/05/2025,role,CRA Officer,www.afnb.com,"9999 Bellaire Blvd, Houston, TX 77036"
8866,"Merchants Bank, National Association",MN,OCC,2881736,Large Bank,,,02/23/2026,role,CRA Officer,www.merchantsbank.com,"100 E 3rd St, Winona, MN 55987"
22957,West Texas National Bank,TX,OCC,2881219,Large Bank,,,05/28/2025,role,CRA Officer,www.wtnb.com,"6 Desta Dr, Midland, TX 79705"
16470,Jefferson Bank,TX,FDIC,2875424,Large Bank Evaluation,Low Satisfactory,Outstanding,03/01/2026,role,CRA Officer,www.jeffersonbank.com,"1900 Broadway, Suite 100, San Antonio, TX 78215"
58558,Southern States Bank,AL,FDIC,2874540,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,06/01/2022,role,CRA Officer,,"615 Quintard Ave, Anniston, AL 36201"
90196,BayCoast Bank,MA,FDIC,2863572,Large Bank Evaluation,High Satisfactory,Outstanding,04/01/2025,role,CRA Officer,www.baycoast.bank,"330 Swansea Mall Dr, Swansea, MA 02777"
34404,WebBank,UT,FDIC,2861274,Strategic Plan Evaluation,,,05/01/2021,role,CRA Officer,www.webbank.com,"215 S State St, Salt Lake City, UT 84111"
16604,Bank Independent,AL,FED,2860149,Large Bank,Low Satisfactory,Low Satisfactory,"Mar 13, 2023",role,CRA Officer,www.bibank.com,"710 S Montgomery Ave, Sheffield, AL 35660"
24387,"Industrial and Commercial Bank of China USA, National Association",NY,OCC,2859720,Large Bank,,,01/08/2024,role,CRA Officer,www.icbc-us.com,"1185 Avenue Of The Americas, New York, NY 10036"
35385,Home Savings Bank,OH,FDIC,2856895,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,03/01/2018,role,CRA Officer,,"275 West Federal Street, Youngstown, OH 44503"
19220,ANB Bank,CO,FED,2854440,Large Bank,Outstanding,Low Satisfactory,"Sep 23, 2024",role,CRA Officer,ANBBANK.COM,"3033 E 1st Ave, Denver, CO 80206"
19573,Lakeside Bank,IL,FDIC,2850054,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,05/01/2024,role,CRA Officer,http://WWW.LAKESIDEBANK.COM,"55 W Wacker Dr, Chicago, IL 60601"
58309,American Momentum Bank,TX,FDIC,2845758,Large Bank Evaluation,High Satisfactory,Low Satisfactory,04/01/2024,role,CRA Officer,www.americanmomentum.bank,"1 Momentum Blvd, College Station, TX 77845"
2315,Armstrong Bank,OK,FED,2842870,Large Bank Evaluation,High Satisfactory,Low Satisfactory,07/01/2024,role,CRA Officer,www.armstrong.bank,"1215 W Okmulgee St, Muskogee, OK 74401"
58640,Revere Bank,MD,FDIC,2839693,Large Bank Evaluation,Low Satisfactory,High Satisfactory,08/01/2019,role,CRA Officer,,"2101 Gaither Road, 6th Floor, Rockville, MD 20850"
25093,Habib American Bank,NY,FDIC,2837908,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,12/01/2025,role,CRA Officer,www.hab.bank,"150 East 45th Street, New York, NY 10017"
57449,Medallion Bank,UT,FDIC,2834690,Strategic Plan Evaluation,,,06/01/2024,role,CRA Officer,www.medallionbank.com,"1100 E 6600 S, Salt Lake City, UT 84121"
4789,Emprise Bank,KS,FDIC,2820619,Large Bank Evaluation,High Satisfactory,High Satisfactory,03/01/2024,role,CRA Officer,www.emprisebank.com,"257 N Broadway Ave, Wichita, KS 67202"
597,Chemung Canal Trust Company,NY,FED,2818102,Large Bank,Low Satisfactory,High Satisfactory,"Sep 25, 2023",role,CRA Officer,WWW.CHEMUNGCANAL.COM,"1 Chemung Canal Plz, Elmira, NY 14901"
5744,"State Bank of the Lakes, National Association",IL,OCC,2811675,Large Bank,,,05/02/2022,role,CRA Officer,www.sbotl.com,"440 Lake St, Antioch, IL 60002"
18012,Bank of New Hampshire,NH,FED,2803647,Large Bank Evaluation,High Satisfactory,High Satisfactory,09/01/2020,role,CRA Officer,www.BNH.bank,"62 Pleasant St, Laconia, NH 03246"
12944,Orange Bank & Trust Company,NY,FED,2792253,Int Small Bank,Low Satisfactory,High Satisfactory,"Nov 05, 2018",role,CRA Officer,www.orangebanktrust.com,"212 Dolson Ave, Middletown, NY 10940"
10363,Citizens and Farmers Bank,VA,FDIC,2787917,Large Bank Evaluation,High Satisfactory,High Satisfactory,02/01/2024,role,CRA Officer,www.cffc.com,"415 14th Street, West Point, VA 23181"
18198,Ion Bank,CT,FED,2783038,Large Bank Evaluation,Low Satisfactory,High Satisfactory,08/01/2024,role,CRA Officer,www.ionbank.com,"251 Church St, Naugatuck, CT 06770"
18561,"Sunrise Banks, National Association",SD,OCC,2780318,Intermediate Small Bank,,,08/14/2023,role,CRA Officer,www.sunrisebanks.com,"5105 S Crossing Pl, Sioux Falls, SD 57108"
33867,Quad City Bank and Trust Company,IA,FED,2774878,Large Bank,Low Satisfactory,High Satisfactory,"Nov 12, 2018",role,CRA Officer,www.qcbt.com,"2118 Middle Rd, Bettendorf, IA 52722"
90215,Avidia Bank,MA,FDIC,2770996,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,08/01/2025,role,CRA Officer,www.avidiabank.com,"42 Main St, Hudson, MA 01749"
8283,Lead Bank,MO,FDIC,2760473,Strategic Plan Evaluation,,,09/01/2023,role,CRA Officer,www.lead.bank,"1801 Main St, Kansas City, MO 64108"
57944,Open Bank,CA,FDIC,2745961,Large Bank Evaluation,Outstanding,High Satisfactory,01/01/2025,role,CRA Officer,www.myopenbank.com,"1000 Wilshire Blvd, Los Angeles, CA 90017"
17964,State Bank of Southern Utah,UT,FDIC,2738337,Large Bank Evaluation,Outstanding,High Satisfactory,12/01/2024,role,CRA Officer,http://www.sbsu.com,"377 N Main St, Cedar City, UT 84721"
5496,Cornerstone Bank,NE,FED,2730249,Large Bank,Outstanding,Low Satisfactory,"May 02, 2022",role,CRA Officer,www.cornerstoneconnect.com,"529 N Lincoln Ave, York, NE 68467"
90300,Westfield Bank,MA,OCC,2727921,Large Bank,,,10/27/2025,role,CRA Officer,www.westfieldbank.com,"141 Elm St, Westfield, MA 01085"
29683,Home Federal Bank of Tennessee,TN,OCC,2725901,Large Bank,,,11/17/2025,role,CRA Officer,www.homefederalbanktn.com,"515 Market St, Knoxville, TN 37902"
20231,Pinnacle Bank,TX,FDIC,2721044,Large Bank Evaluation,High Satisfactory,High Satisfactory,03/01/2025,role,CRA Officer,www.pinnbanktx.com,"250 W Lancaster Ave, Fort Worth, TX 76102"
58057,Tradition Capital Bank,MN,FDIC,2717129,Large Bank Evaluation,High Satisfactory,High Satisfactory,12/01/2024,role,CRA Officer,WWW.TRADITION.BANK,"100 Lake St W, Wayzata, MN 55391"
8235,Planters Bank & Trust Company,MS,FDIC,2711794,Large Bank Evaluation,High Satisfactory,High Satisfactory,11/01/2025,role,CRA Officer,www.planters-bank.com,"212 Catchings Ave, Indianola, MS 38751"
58291,CalPrivate Bank,CA,FDIC,2707809,Large Bank Evaluation,High Satisfactory,High Satisfactory,08/01/2024,role,CRA Officer,www.calprivate.bank,"9404 Genesee Ave, La Jolla, CA 92037"
57701,"Beverly Bank & Trust Company, National Association",IL,OCC,2692444,Large Bank,,,06/03/2024,role,CRA Officer,www.thebeverlybank.com,"10258 S Western Ave, Chicago, IL 60643"
3664,"INB, National Association",IL,OCC,2684002,Intermediate Small Bank,,,05/30/2023,role,CRA Officer,http://www.inb.com,"322 E Capitol Ave, Springfield, IL 62701"
24516,Interaudi Bank,NY,FDIC,2677078,Wholesale Bank Evaluation,,,08/01/2025,role,CRA Officer,www.interaudibank.com,"19 E 54th St, New York, NY 10022"
19531,Machias Savings Bank,ME,FDIC,2671397,Large Bank Evaluation,Outstanding,Outstanding,02/01/2026,role,CRA Officer,www.MachiasSavings.com,"4 Center St, Machias, ME 04654"
57510,Avidbank,CA,FDIC,2652805,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,08/01/2025,role,CRA Officer,www.avidbank.com,"1732 N 1st St, San Jose, CA 95112"
27244,The Columbia Bank,MD,FDIC,2643875,Large Bank Evaluation,Outstanding,High Satisfactory,03/01/2018,role,CRA Officer,,"7185 Columbia Gateway Drive, Columbia, MD 21046"
33005,FCB Banks,IL,FDIC,2641469,Large Bank Evaluation,Low Satisfactory,High Satisfactory,05/01/2025,role,CRA Officer,www.fcbbanks.com,"800 Belt Line Rd, Collinsville, IL 62234"
22334,One Community Bank,WI,FED,2627958,Int Small Bank,Low Satisfactory,Needs to Improve,"Nov 28, 2022",role,CRA Officer,www.onecommunity.bank,"733 N Main St, Oregon, WI 53575"
34351,USAA Savings Bank,NV,FDIC,2624123,Limited Purpose Evaluation,,,01/01/2023,role,CRA Officer,,"3773 Howard Hughes Pkwy, Las Vegas, NV 89169"
19333,Republic Bank of Chicago,IL,FDIC,2611110,Large Bank Evaluation,Low Satisfactory,High Satisfactory,04/01/2024,role,CRA Officer,www.republicebank.com,"2221 Camden Ct, Oak Brook, IL 60523"
28679,North Shore Bank,WI,FDIC,2608511,Large Bank Evaluation,Low Satisfactory,High Satisfactory,12/01/2024,role,CRA Officer,www.northshorebank.com,"15700 W Bluemound Rd, Brookfield, WI 53005"
14382,Fidelity Bank & Trust,IA,FDIC,2603348,Large Bank Evaluation,High Satisfactory,High Satisfactory,07/01/2024,role,CRA Officer,http://www.bankfidelity.com; www.bankfidelity.bank,"4250 Asbury Rd, Dubuque, IA 52002"
23620,Dedham Institution for Savings,MA,FDIC,2600580,Large Bank Evaluation,High Satisfactory,High Satisfactory,10/01/2025,role,CRA Officer,www.dedhamsavings.com,"55 Elm St, Dedham, MA 02026"
19899,KS StateBank,KS,FDIC,2597041,Large Bank Evaluation,Low Satisfactory,High Satisfactory,11/01/2023,role,CRA Officer,http://ksstate.bank,"1010 Westloop Pl, Manhattan, KS 66502"
34726,New Mexico Bank & Trust,NM,FDIC,2592766,Large Bank Evaluation,Low Satisfactory,High Satisfactory,10/01/2019,role,CRA Officer,,"320 Gold Ave Sw, Albuquerque, NM 87102"
57777,Meridian Bank,PA,FDIC,2591552,Large Bank Evaluation,Substantial Non Complianc,Substantial Non Complianc,07/01/2023,channel,CRA Officer,(484) 235-0349,"220 W. Lancaster Avenue, Wayne, PA 19087"
27074,State Bank of Texas,TX,FDIC,2585922,Intermediate Small Bank Evaluation,,,10/01/2023,role,CRA Officer,www.sbt.bank,"111 W John Carpenter Frwy, Irving, TX 75039"
3887,First National Bank,AR,OCC,2585603,Large Bank,,,12/01/2025,role,CRA Officer,http://www.fnbank.net,"200 W Court St, Paragould, AR 72450"
5551,"Extraco Banks, National Association",TX,OCC,2574832,Large Bank,,,10/07/2024,role,CRA Officer,www.extracobanks.com,"3615 S 31st St, Temple, TX 76502"
90282,Cornerstone Bank,MA,FED,2574340,Int Small Bank,,,"Oct 15, 2018",role,CRA Officer,www.cornerstonebank.com,"176 Main St, Spencer, MA 01562"
57716,United Business Bank,CA,FED,2564693,Int Small Bank,High Satisfactory,High Satisfactory,"Sep 09, 2019",role,CRA Officer,http://www.unitedbusinessbank.com,"500 Ygnacio Valley Rd, Walnut Creek, CA 94596"
57103,"Schaumburg Bank & Trust Company, National Association",IL,OCC,2559637,Large Bank,,,07/29/2024,role,CRA Officer,www.bankschaumburg.com,"1180 E Higgins Rd, Schaumburg, IL 60173"
3256,"Horizon Bank, SSB",TX,FDIC,2553778,Large Bank Evaluation,Outstanding,High Satisfactory,02/01/2024,role,CRA Officer,www.horizon.bank,"600 West 5th Street, Austin, TX 78701"
24897,Community National Bank,TX,OCC,2541691,Large Bank,,,12/01/2025,role,CRA Officer,www.cnbtx.bank,"500 W Illinois Ave, Midland, TX 79701"
22373,American National Bank & Trust,TX,OCC,2536428,Intermediate Small Bank,,,10/16/2023,role,CRA Officer,www.amnat.com,"2732a Midwestern Pkwy, Wichita Falls, TX 76308"
12517,Bank Five Nine,WI,FDIC,2532644,Large Bank Evaluation,Low Satisfactory,High Satisfactory,06/01/2024,role,CRA Officer,WWW.BANKFIVENINE.COM,"155 W Wisconsin Ave, Oconomowoc, WI 53066"
27046,Community National Bank & Trust,KS,OCC,2532014,Intermediate Small Bank,,,10/10/2023,role,CRA Officer,www.mybankcnb.com,"14 N Lincoln Ave, Chanute, KS 66720"
90303,South Shore Bank,MA,FED,2523127,Large Bank,Low Satisfactory,High Satisfactory,"Oct 07, 2019",role,CRA Officer,www.southshorebank.com,"1530 Main St, South Weymouth, MA 02190"
958,United Bank of Iowa,IA,FDIC,2495750,Large Bank Evaluation,High Satisfactory,High Satisfactory,02/01/2024,role,CRA Officer,www.unitedbk.bank,"501 2nd St, Ida Grove, IA 51445"
58140,"Esquire Bank, National Association",NY,OCC,2494969,Strategic Plan,,,04/21/2025,role,CRA Officer,www.esquirebank.com,"100 Jericho Quadrangle, Jericho, NY 11753"
9123,Western State Bank,ND,FDIC,2485275,Large Bank Evaluation,Low Satisfactory,High Satisfactory,05/01/2024,role,CRA Officer,www.westernbanks.com,"110 4th St Se, Devils Lake, ND 58301"
19559,TexasBank,TX,FDIC,2479690,Intermediate Small Bank Evaluation,,,04/01/2024,role,CRA Officer,www.texasbank.com,"4521 S Hulen St, Fort Worth, TX 76109"
11112,Somerset Trust Company,PA,FDIC,2467590,Large Bank Evaluation,Low Satisfactory,High Satisfactory,09/01/2025,role,CRA Officer,somersettrust.com,"151 W Main St, Somerset, PA 15501"
30903,Community Bank of the Chesapeake,MD,FDIC,2460952,Large Bank Evaluation,Low Satisfactory,High Satisfactory,02/01/2022,role,CRA Officer,,"3035 Leonardtown Rd, Waldorf, MD 20601"
34908,Cogent Bank,FL,FDIC,2454078,Intermediate Small Bank Evaluation,,,12/01/2023,role,CRA Officer,WWW.cogentbank.net,"420 S Orange Ave, Orlando, FL 32801"
2711,"Traditional Bank, Inc.",KY,FDIC,2440347,Large Bank Evaluation,Low Satisfactory,High Satisfactory,11/01/2023,role,CRA Officer,www.traditionalbank.com,"49 W Main St, Mount Sterling, KY 40353"
25620,"Credit One Bank, National Association",NV,OCC,2439105,Limited Purpose Bank,,,03/17/2025,role,CRA Officer,WWW.CREDITONEBANK.COM,"6801 S Cimarron Rd, Las Vegas, NV 89113"
30953,"El Dorado Savings Bank, F.S.B.",CA,OCC,2438455,Large Bank,,,04/29/2024,role,CRA Officer,http://www.eldoradosavingsbank.com,"4040 El Dorado Rd, Placerville, CA 95667"
58581,Texas Partners Bank,TX,FDIC,2425763,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,07/01/2024,role,CRA Officer,,"1900 Nw Loop 410, San Antonio, TX 78213"
18204,First County Bank,CT,FDIC,2422335,Large Bank Evaluation,High Satisfactory,High Satisfactory,12/01/2025,role,CRA Officer,WWW.FIRSTCOUNTYBANK.COM,"117 Prospect St, Stamford, CT 06901"
6158,Peoples Bank,WA,FDIC,2418341,Large Bank Evaluation,High Satisfactory,Low Satisfactory,11/01/2025,role,CRA Officer,www.peoplesbank-wa.com,"3100 Woburn St, Bellingham, WA 98226"
57756,Coastal States Bank,SC,FED,2418168,Intermediate Small Bank Evaluation,,,11/01/2022,role,CRA Officer,www.coastalstatesbank.com,"5 Bow Cir, Hilton Head Island, SC 29928"
12769,First United Bank,TX,FDIC,2409073,Large Bank Evaluation,High Satisfactory,Low Satisfactory,09/01/2024,role,CRA Officer,www.firstunited.bank,"201 N Broadway St, Dimmitt, TX 79027"
58374,The Piedmont Bank,GA,FDIC,2401362,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,11/01/2024,role,CRA Officer,,"5100 Peachtree Pkwy, Peachtree Corners, GA 30092"
58243,John Marshall Bank,VA,FED,2398504,Int Small Bank,High Satisfactory,High Satisfactory,"Mar 15, 2021",role,CRA Officer,www.johnmarshallbank.com,"1943 Isaac Newton Sq E, Reston, VA 20190"
7493,The Ephrata National Bank,PA,OCC,2389971,Large Bank,,,09/30/2024,role,CRA Officer,http://www.epnb.com,"31 E Main St, Ephrata, PA 17522"
58604,Level One Bank,MI,FDIC,2387692,Large Bank Evaluation,High Satisfactory,Outstanding,10/01/2020,role,CRA Officer,,"32991 Hamilton Court, Farmington Hills, MI 48334"
19123,First Western Bank & Trust,ND,FED,2386276,Large Bank,Low Satisfactory,Low Satisfactory,"Sep 23, 2024",role,CRA Officer,www.firstwestern.bank,"900 S Broadway, Minot, ND 58701"
58892,Guaranty Bank,MO,FED,2383523,Int Small Bank,High Satisfactory,High Satisfactory,"May 01, 2023",role,CRA Officer,www.gbankmo.com,"2144 E Republic Rd, Springfield, MO 65804"
34047,First Community Bank,SC,FDIC,2380900,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,11/01/2023,role,CRA Officer,www.firstcommunitysc.com,"5455 Sunset Blvd, Lexington, SC 29072"
9923,Anderson Brothers Bank,SC,FDIC,2380274,Intermediate Small Bank Evaluation,,,10/01/2024,role,CRA Officer,www.abbank.com,"101 N Main St, Mullins, SC 29574"
7714,QNB Bank,PA,FDIC,2374999,Large Bank Evaluation,Low Satisfactory,High Satisfactory,01/01/2026,role,CRA Officer,www.qnbbank.com,"15 N 3rd St, Quakertown, PA 18951"
25258,"Pibank, National Association",FL,OCC,2373337,Intermediate Small Bank,,,10/14/2025,role,CRA Officer,www.pibank.com,"860 Nw 42nd Ave, Miami, FL 33126"
57095,Dogwood State Bank,NC,FDIC,2368823,Intermediate Small Bank Evaluation,,,03/01/2024,role,CRA Officer,,"5401 Six Forks Rd, Raleigh, NC 27609"
58696,FVCbank,VA,FED,2362694,Large Bank,Needs to Improve,High Satisfactory,"Jul 31, 2023",role,CRA Officer,www.fvcbank.com,"11325 Random Hills Rd, Fairfax, VA 22030"
8252,Omb Bank,MO,FED,2358824,Int Small Bank,,,"Mar 06, 2023",role,CRA Officer,www.ombbank.com,"3570 S National Ave, Springfield, MO 65807"
22354,Commercial Bank,TN,FED,2355536,Large Bank,Needs to Improve,Low Satisfactory,"Oct 06, 2025",role,CRA Officer,www.cbtn.com,"6710 Cumberland Gap Pkwy, Harrogate, TN 37752"
14521,Bank Iowa,IA,FED,2348695,Large Bank,Low Satisfactory,Low Satisfactory,"Sep 09, 2024",role,CRA Officer,www.bankiowa.bank,"1225 Jordan Creek Pkwy, West Des Moines, IA 50266"
23799,Texas First Bank,TX,FED,2345157,Large Bank,Low Satisfactory,High Satisfactory,"May 28, 2024",channel,CRA Officer,CRA public file PDF on texasfirst.bank,"3232 Palmer Hwy, Texas City, TX 77590"
18059,The Bank of Commerce,ID,FDIC,2344611,Large Bank Evaluation,Low Satisfactory,High Satisfactory,06/01/2025,role,CRA Officer,www.bofc.bank,"3113 S 25th E, Ammon, ID 83406"
253,Luana Savings Bank,IA,FDIC,2341323,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,10/01/2023,role,CRA Officer,http://www.luanasavingsbank.com,"100 Harvest Dr, Luana, IA 52156"
20741,"Pioneer Bank, National Association",NY,OCC,2340761,Large Bank Evaluation,Outstanding,Outstanding,01/01/2024,role,CRA Officer,www.pioneerny.com,"652 Albany Shaker Rd, Albany, NY 12211"
8405,Farmers and Merchants Trust Company of Chambersburg,PA,FDIC,2336081,Large Bank Evaluation,Low Satisfactory,High Satisfactory,05/01/2024,role,CRA Officer,fmtrust.bank,"20 S Main St, Chambersburg, PA 17201"
26960,First Bank of the Lake,MO,FDIC,2335767,Strategic Plan Evaluation,,,05/01/2024,role,CRA Officer,www.fblake.bank,"4558 Osage Beach Pkwy, Osage Beach, MO 65065"
58675,Hanover Community Bank,NY,FDIC,2334897,Intermediate Small Bank Evaluation,,,03/01/2024,role,CRA Officer,www.hanoverbank.com,"2131 Jericho Tpke, Garden City Park, NY 11040"
8021,Crews Bank & Trust,FL,FDIC,2333967,Intermediate Small Bank Evaluation,,,07/01/2023,role,CRA Officer,www.crews.bank,"106 E Main St, Wauchula, FL 33873"
5415,Security First Bank,NE,FDIC,2321341,Intermediate Small Bank Evaluation,,,04/01/2025,role,CRA Officer,http://www.security1stbank.com,"5505 Red Rock Ln, Lincoln, NE 68516"
1265,Cashmere Valley Bank,WA,FDIC,2316834,Large Bank Evaluation,Low Satisfactory,High Satisfactory,05/01/2024,role,CRA Officer,www.cashmerevalleybank.com,"117 Aplets Way, Cashmere, WA 98815"
33111,Colorado Federal Savings Bank,CO,OCC,2311952,Large Bank,,,09/29/2025,role,CRA Officer,www.coloradofederalbank.com,"8400 E Prentice Ave, Greenwood Village, CO 80111"
3864,The First National Bank of Fort Smith,AR,OCC,2311601,Large Bank,,,07/03/2023,role,CRA Officer,www.fnbfs.com,"602 Garrison Ave, Fort Smith, AR 72901"
35274,"Blue Ridge Bank,  National Association",VA,OCC,2310031,Intermediate Small Bank,,,03/08/2023,role,CRA Officer,www.mybrb.com,"1 E Market St, Martinsville, VA 24112"
34888,Parke Bank,NJ,FDIC,2302646,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,03/01/2024,role,CRA Officer,www.parkebank.com,"601 Delsea Dr, Sewell, NJ 08080"
15555,Central Bank,IA,FED,2290918,Int Small Bank,Low Satisfactory,Outstanding,"Nov 16, 2020",role,CRA Officer,www.mycentral.bank,"600 Lake Ave, Storm Lake, IA 50588"
10307,Builtwell Bank,TN,FDIC,2284013,Intermediate Small Bank Evaluation,,,08/01/2024,role,CRA Officer,www.builtwell.bank,"728 Broad St, Chattanooga, TN 37402"
2138,Queensborough National Bank & Trust Company,GA,OCC,2280085,Large Bank,,,03/11/2024,role,CRA Officer,www.qnbtrust.bank,"113 E Broad St, Louisville, GA 30434"
23275,Plumas Bank,CA,FED,2277465,Intermediate Small Bank Evaluation,High Satisfactory,Outstanding,10/01/2018,role,CRA Officer,http://www.plumasbank.com,"336 Main St, Quincy, CA 95971"
34681,"Crystal Lake Bank and Trust Company, National Association",IL,OCC,2259402,Large Bank,,,06/02/2025,role,CRA Officer,crystallakebank.com,"70 N Williams St, Crystal Lake, IL 60014"
5854,"South Central Bank,  Inc.",KY,FDIC,2257592,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,08/01/2025,role,CRA Officer,www.southcentralbank.com,"208 S Broadway St, Glasgow, KY 42141"
28513,"WaterStone Bank, SSB",WI,FDIC,2252894,Large Bank Evaluation,High Satisfactory,Low Satisfactory,06/01/2025,role,CRA Officer,www.wsbonline.com,"11200 W Plank Ct, Wauwatosa, WI 53226"
21573,Bank of Tennessee,TN,FDIC,2250406,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,11/01/2024,role,CRA Officer,www.bankoftennessee.com,"301 E Center St, Kingsport, TN 37660"
58513,The Bank of Princeton,NJ,FDIC,2250271,Large Bank Evaluation,High Satisfactory,Low Satisfactory,11/01/2024,role,CRA Officer,WWW.THEBANKOFPRINCETON.COM,"183 Bayard Ln, Princeton, NJ 08540"
26856,Falcon International Bank,TX,FDIC,2249533,Large Bank Evaluation,High Satisfactory,Low Satisfactory,02/01/2024,role,CRA Officer,www.falconbank.com,"7718 Mcpherson Rd Bldg F, Laredo, TX 78045"
1117,American Bank & Trust,SD,FDIC,2248298,Intermediate Small Bank Evaluation,,,04/01/2024,role,CRA Officer,www.abt.bank,"6810 S Minnesota Ave, Sioux Falls, SD 57108"
20488,Five Points Bank,NE,FED,2243094,Int Small Bank,Low Satisfactory,Low Satisfactory,"Oct 21, 2019",role,CRA Officer,www.5pointsbank.com,"2015 N Broadwell Ave, Grand Island, NE 68803"
4160,Regent Bank,OK,FDIC,2241430,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,www.Regent.Bank,"7136 S Yale Ave, Tulsa, OK 74136"
57742,MainStreet Bank,VA,FED,2238825,Large Bank,Outstanding,High Satisfactory,"Jul 28, 2025",role,CRA Officer,www.mstreetbank.com,"10089 Fairfax Blvd, Fairfax, VA 22030"
23992,Country Bank for Savings,MA,FDIC,2236949,Large Bank Evaluation,High Satisfactory,Low Satisfactory,02/01/2026,role,CRA Officer,www.countrybank.com,"155 West St, Ware, MA 01082"
33188,Shinhan Bank America,NY,FDIC,2234648,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,02/01/2025,role,CRA Officer,www.shbamerica.com,"475 Park Ave S, New York, NY 10016"
14266,National Bank of Commerce,WI,OCC,2233301,Intermediate Small Bank,,,07/14/2025,role,CRA Officer,www.nbcbanking.com,"1127 Tower Ave, Superior, WI 54880"
58536,Think Mutual Bank,MN,OCC,2229410,Large Bank,,,07/10/2023,role,CRA Officer,www.thinkbank.com,"5200 Members Pkwy Nw, Rochester, MN 55901"
17470,First Bank Chicago,IL,FDIC,2228645,Large Bank Evaluation,Low Satisfactory,Outstanding,04/01/2026,role,CRA Officer,www.firstbankchicago.com,"1835 1st St, Highland Park, IL 60035"
6623,LCNB National Bank,OH,OCC,2219306,Large Bank,,,07/21/2025,role,CRA Officer,www.lcnb.com,"2 N Broadway St, Lebanon, OH 45036"
13879,"PeoplesBank, a Codorus Valley Company",PA,FDIC,2218961,Large Bank Evaluation,High Satisfactory,Low Satisfactory,07/01/2022,role,CRA Officer,,"109 Leaders Heights Rd, York, PA 17403"
30303,Maspeth Federal Savings and Loan Association,NY,OCC,2211470,Large Bank,,,05/22/2023,role,CRA Officer,www.maspethfederal.com,"5618 69th St, Maspeth, NY 11378"
24563,Texas Community Bank,TX,FED,2204656,Large Bank,Low Satisfactory,Needs to Improve,"Oct 23, 2023",role,CRA Officer,www.tx-communitybank.com,"6721 Mcpherson Rd, Laredo, TX 78041"
22221,SB One Bank,NJ,FDIC,2198930,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,09/01/2020,role,CRA Officer,,"399 Route 23, Franklin, NJ 07416"
58595,"Chain Bridge Bank, National Association",VA,OCC,2192216,Intermediate Small Bank,,,02/24/2025,role,CRA Officer,www.chainbridgebank.com,"1445a Laughlin Ave, Mclean, VA 22101"
5574,Citizens National Bank of Texas,TX,OCC,2188815,Large Bank,,,04/04/2024,role,CRA Officer,www.cnboftexas.com,"200 N Elm St, Waxahachie, TX 75165"
34068,Thomasville National Bank,GA,OCC,2181324,Intermediate Small Bank,,,02/12/2024,role,CRA Officer,www.tnbank.com,"301 N Broad St, Thomasville, GA 31792"
