geoid,state,county,total_hh,poor_hh,snap_hh,coverage_ratio,unserved_poor_hh
21099,KY,"Hart County, KY",7376.0,1489.0,1380.0,0.927,109
28025,MS,"Clay County, MS",7805.0,1747.0,1638.0,0.938,109
31031,NE,"Cherry County, NE",2233.0,208.0,99.0,0.476,109
39143,OH,"Sandusky County, OH",24686.0,3449.0,3340.0,0.968,109
46051,SD,"Grant County, SD",3029.0,338.0,230.0,0.68,108
06051,CA,"Mono County, CA",5744.0,373.0,266.0,0.713,107
12093,FL,"Okeechobee County, FL",15113.0,2590.0,2483.0,0.959,107
20143,KS,"Ottawa County, KS",2408.0,285.0,178.0,0.625,107
20157,KS,"Republic County, KS",1996.0,197.0,90.0,0.457,107
27101,MN,"Murray County, MN",3609.0,329.0,222.0,0.675,107
38005,ND,"Benson County, ND",2025.0,523.0,416.0,0.795,107
46123,SD,"Tripp County, SD",2258.0,338.0,231.0,0.683,107
48129,TX,"Donley County, TX",1180.0,147.0,40.0,0.272,107
49017,UT,"Garfield County, UT",2042.0,221.0,114.0,0.516,107
01005,AL,"Barbour County, AL",9128.0,2049.0,1943.0,0.948,106
19005,IA,"Allamakee County, IA",5950.0,600.0,494.0,0.823,106
38041,ND,"Hettinger County, ND",1130.0,153.0,47.0,0.307,106
12007,FL,"Bradford County, FL",9278.0,1708.0,1603.0,0.939,105
36003,NY,"Allegany County, NY",17710.0,2918.0,2813.0,0.964,105
39083,OH,"Knox County, OH",23491.0,2567.0,2462.0,0.959,105
46007,SD,"Bennett County, SD",920.0,261.0,156.0,0.598,105
55121,WI,"Trempealeau County, WI",12533.0,1245.0,1140.0,0.916,105
04009,AZ,"Graham County, AZ",12746.0,2177.0,2073.0,0.952,104
19151,IA,"Pocahontas County, IA",3000.0,333.0,229.0,0.688,104
51067,VA,"Franklin County, VA",22999.0,3043.0,2939.0,0.966,104
16077,ID,"Power County, ID",2815.0,353.0,250.0,0.708,103
20203,KS,"Wichita County, KS",824.0,150.0,47.0,0.313,103
27161,MN,"Waseca County, MN",7477.0,761.0,658.0,0.865,103
29033,MO,"Carroll County, MO",3522.0,420.0,317.0,0.755,103
29039,MO,"Cedar County, MO",5773.0,808.0,705.0,0.873,103
30039,MT,"Granite County, MT",1514.0,190.0,87.0,0.458,103
36069,NY,"Ontario County, NY",48311.0,4277.0,4174.0,0.976,103
46015,SD,"Brule County, SD",1955.0,225.0,122.0,0.542,103
46025,SD,"Clark County, SD",1336.0,128.0,25.0,0.195,103
46043,SD,"Douglas County, SD",1138.0,124.0,21.0,0.169,103
08105,CO,"Rio Grande County, CO",5133.0,976.0,874.0,0.895,102
20053,KS,"Ellsworth County, KS",2453.0,266.0,164.0,0.617,102
20201,KS,"Washington County, KS",2373.0,230.0,128.0,0.557,102
31027,NE,"Cedar County, NE",3444.0,288.0,186.0,0.646,102
08007,CO,"Archuleta County, CO",5921.0,510.0,409.0,0.802,101
47173,TN,"Union County, TN",7931.0,1272.0,1171.0,0.921,101
19031,IA,"Cedar County, IA",7622.0,597.0,497.0,0.832,100
19153,IA,"Polk County, IA",205358.0,20265.0,20165.0,0.995,100
21153,KY,"Magoffin County, KY",4734.0,1859.0,1759.0,0.946,100
27051,MN,"Grant County, MN",2490.0,307.0,207.0,0.674,100
27167,MN,"Wilkin County, MN",2655.0,380.0,281.0,0.739,99
19133,IA,"Monona County, IA",3878.0,438.0,340.0,0.776,98
20075,KS,"Hamilton County, KS",757.0,120.0,22.0,0.183,98
20119,KS,"Meade County, KS",1502.0,195.0,97.0,0.497,98
27031,MN,"Cook County, MN",2710.0,210.0,112.0,0.533,98
27075,MN,"Lake County, MN",4942.0,524.0,426.0,0.813,98
42109,PA,"Snyder County, PA",14600.0,1553.0,1455.0,0.937,98
47097,TN,"Lauderdale County, TN",9325.0,2215.0,2117.0,0.956,98
47159,TN,"Smith County, TN",7932.0,878.0,780.0,0.888,98
20081,KS,"Haskell County, KS",1403.0,135.0,38.0,0.281,97
31123,NE,"Morrill County, NE",1918.0,320.0,223.0,0.697,97
38073,ND,"Ransom County, ND",2337.0,233.0,136.0,0.584,97
48179,TX,"Gray County, TX",7991.0,1204.0,1107.0,0.919,97
51057,VA,"Essex County, VA",4447.0,668.0,571.0,0.855,97
31163,NE,"Sherman County, NE",1325.0,165.0,69.0,0.418,96
37159,NC,"Rowan County, NC",58899.0,9534.0,9438.0,0.99,96
55015,WI,"Calumet County, WI",21372.0,1397.0,1301.0,0.931,96
08045,CO,"Garfield County, CO",23404.0,1963.0,1868.0,0.952,95
19095,IA,"Iowa County, IA",6909.0,545.0,450.0,0.826,95
19137,IA,"Montgomery County, IA",4585.0,762.0,667.0,0.875,95
19189,IA,"Winnebago County, IA",4641.0,561.0,466.0,0.831,95
28065,MS,"Jefferson Davis County, MS",4453.0,1071.0,976.0,0.911,95
40141,OK,"Tillman County, OK",2668.0,612.0,517.0,0.845,95
46115,SD,"Spink County, SD",2486.0,202.0,107.0,0.53,95
29203,MO,"Shannon County, MO",2882.0,483.0,389.0,0.805,94
46031,SD,"Corson County, SD",1128.0,377.0,283.0,0.751,94
01107,AL,"Pickens County, AL",6764.0,1346.0,1253.0,0.931,93
21161,KY,"Mason County, KY",7131.0,1560.0,1467.0,0.94,93
38039,ND,"Griggs County, ND",992.0,150.0,57.0,0.38,93
40063,OK,"Hughes County, OK",4034.0,731.0,638.0,0.873,93
02240,AK,"Southeast Fairbanks Census Area, AK",2497.0,306.0,214.0,0.699,92
13209,GA,"Montgomery County, GA",3143.0,655.0,563.0,0.86,92
21057,KY,"Cumberland County, KY",2630.0,817.0,725.0,0.887,92
38051,ND,"McIntosh County, ND",1196.0,169.0,77.0,0.456,92
40003,OK,"Alfalfa County, OK",1938.0,275.0,183.0,0.665,92
56017,WY,"Hot Springs County, WY",2140.0,260.0,168.0,0.646,92
29087,MO,"Holt County, MO",1744.0,209.0,118.0,0.565,91
38011,ND,"Bowman County, ND",1291.0,157.0,66.0,0.42,91
51139,VA,"Page County, VA",9911.0,1436.0,1345.0,0.937,91
13233,GA,"Polk County, GA",15901.0,2833.0,2743.0,0.968,90
16007,ID,"Bear Lake County, ID",2278.0,197.0,107.0,0.543,90
18125,IN,"Pike County, IN",5021.0,568.0,478.0,0.842,90
19111,IA,"Lee County, IA",14323.0,2029.0,1939.0,0.956,90
20105,KS,"Lincoln County, KS",1278.0,174.0,84.0,0.483,90
21189,KY,"Owsley County, KY",1567.0,683.0,593.0,0.868,90
47169,TN,"Trousdale County, TN",3700.0,495.0,405.0,0.818,90
16061,ID,"Lewis County, ID",1574.0,244.0,155.0,0.635,89
21165,KY,"Menifee County, KY",2478.0,667.0,578.0,0.867,89
41001,OR,"Baker County, OR",7355.0,1314.0,1225.0,0.932,89
48327,TX,"Menard County, TX",942.0,175.0,86.0,0.491,89
48447,TX,"Throckmorton County, TX",737.0,167.0,78.0,0.467,89
17191,IL,"Wayne County, IL",6866.0,1049.0,961.0,0.916,88
19041,IA,"Clay County, IA",7282.0,771.0,683.0,0.886,88
20073,KS,"Greenwood County, KS",2666.0,412.0,324.0,0.786,88
20109,KS,"Logan County, KS",1241.0,186.0,98.0,0.527,88
20163,KS,"Rooks County, KS",2136.0,165.0,77.0,0.467,88
31087,NE,"Hitchcock County, NE",1111.0,170.0,82.0,0.482,88
47033,TN,"Crockett County, TN",5508.0,829.0,741.0,0.894,88
51141,VA,"Patrick County, VA",7781.0,1068.0,980.0,0.918,88
08095,CO,"Phillips County, CO",1952.0,307.0,220.0,0.717,87
20175,KS,"Seward County, KS",7257.0,798.0,711.0,0.891,87
40077,OK,"Latimer County, OK",3901.0,818.0,731.0,0.894,87
48253,TX,"Jones County, TX",5915.0,958.0,871.0,0.909,87
51153,VA,"Prince William County, VA",156798.0,9211.0,9124.0,0.991,87
55019,WI,"Clark County, WI",12839.0,1435.0,1348.0,0.939,87
08085,CO,"Montrose County, CO",18069.0,2109.0,2023.0,0.959,86
13001,GA,"Appling County, GA",7178.0,1492.0,1406.0,0.942,86
22091,LA,"St. Helena Parish, LA",4176.0,1367.0,1281.0,0.937,86
46102,SD,"Oglala Lakota County, SD",2923.0,1532.0,1446.0,0.944,86
48023,TX,"Baylor County, TX",1530.0,329.0,243.0,0.739,86
48353,TX,"Nolan County, TX",5886.0,1246.0,1160.0,0.931,86
31059,NE,"Fillmore County, NE",2357.0,225.0,140.0,0.622,85
40099,OK,"Murray County, OK",4956.0,690.0,605.0,0.877,85
48193,TX,"Hamilton County, TX",3120.0,486.0,401.0,0.825,85
05025,AR,"Cleveland County, AR",2931.0,467.0,383.0,0.82,84
31061,NE,"Franklin County, NE",1293.0,169.0,85.0,0.503,84
48305,TX,"Lynn County, TX",2099.0,340.0,256.0,0.753,84
19009,IA,"Audubon County, IA",2596.0,301.0,218.0,0.724,83
26111,MI,"Midland County, MI",34993.0,4180.0,4097.0,0.98,83
39175,OH,"Wyandot County, OH",8999.0,838.0,755.0,0.901,83
46009,SD,"Bon Homme County, SD",2418.0,235.0,152.0,0.647,83
48103,TX,"Crane County, TX",1632.0,146.0,63.0,0.432,83
48165,TX,"Gaines County, TX",6929.0,622.0,539.0,0.867,83
48295,TX,"Lipscomb County, TX",1025.0,144.0,61.0,0.424,83
13201,GA,"Miller County, GA",2573.0,535.0,453.0,0.847,82
13227,GA,"Pickens County, GA",13430.0,1388.0,1306.0,0.941,82
29179,MO,"Reynolds County, MO",2335.0,461.0,379.0,0.822,82
30023,MT,"Deer Lodge County, MT",4473.0,668.0,586.0,0.877,82
32029,NV,"Storey County, NV",1892.0,165.0,83.0,0.503,82
38019,ND,"Cavalier County, ND",1560.0,155.0,73.0,0.471,82
21073,KY,"Franklin County, KY",22718.0,3081.0,3000.0,0.974,81
26039,MI,"Crawford County, MI",6231.0,1003.0,922.0,0.919,81
29011,MO,"Barton County, MO",4454.0,904.0,823.0,0.91,81
36099,NY,"Seneca County, NY",13606.0,1718.0,1637.0,0.953,81
38027,ND,"Eddy County, ND",1173.0,158.0,77.0,0.487,81
38095,ND,"Towner County, ND",989.0,126.0,45.0,0.357,81
47077,TN,"Henderson County, TN",10920.0,1883.0,1802.0,0.957,81
19077,IA,"Guthrie County, IA",4600.0,445.0,365.0,0.82,80
20135,KS,"Ness County, KS",1161.0,118.0,38.0,0.322,80
22059,LA,"LaSalle Parish, LA",5049.0,922.0,842.0,0.913,80
26001,MI,"Alcona County, MI",5305.0,744.0,664.0,0.892,80
27077,MN,"Lake of the Woods County, MN",1817.0,134.0,54.0,0.403,80
38043,ND,"Kidder County, ND",1170.0,143.0,63.0,0.441,80
48293,TX,"Limestone County, TX",8389.0,1470.0,1390.0,0.946,80
08009,CO,"Baca County, CO",1657.0,432.0,353.0,0.817,79
17147,IL,"Piatt County, IL",6924.0,512.0,433.0,0.846,79
20069,KS,"Gray County, KS",2136.0,125.0,46.0,0.368,79
21175,KY,"Morgan County, KY",4882.0,986.0,907.0,0.92,79
31125,NE,"Nance County, NE",1342.0,172.0,93.0,0.541,79
31143,NE,"Polk County, NE",2114.0,183.0,104.0,0.568,79
48425,TX,"Somervell County, TX",3713.0,282.0,203.0,0.72,79
49001,UT,"Beaver County, UT",2518.0,192.0,113.0,0.589,79
26131,MI,"Ontonagon County, MI",3149.0,434.0,356.0,0.82,78
29063,MO,"DeKalb County, MO",3732.0,368.0,290.0,0.788,78
30097,MT,"Sweet Grass County, MT",1552.0,150.0,72.0,0.48,78
46091,SD,"Marshall County, SD",1651.0,104.0,26.0,0.25,78
26003,MI,"Alger County, MI",3531.0,465.0,388.0,0.834,77
30005,MT,"Blaine County, MT",2280.0,413.0,336.0,0.814,77
19195,IA,"Worth County, IA",3178.0,288.0,212.0,0.736,76
20129,KS,"Morton County, KS",972.0,155.0,79.0,0.51,76
20207,KS,"Woodson County, KS",1254.0,169.0,93.0,0.55,76
40145,OK,"Wagoner County, OK",31379.0,2768.0,2692.0,0.973,76
54095,WV,"Tyler County, WV",3296.0,720.0,644.0,0.894,76
19147,IA,"Palo Alto County, IA",3782.0,455.0,380.0,0.835,75
21137,KY,"Lincoln County, KY",9705.0,1852.0,1777.0,0.96,75
46067,SD,"Hutchinson County, SD",2908.0,306.0,231.0,0.755,75
04011,AZ,"Greenlee County, AZ",3591.0,279.0,205.0,0.735,74
18161,IN,"Union County, IN",2940.0,256.0,182.0,0.711,74
27069,MN,"Kittson County, MN",1774.0,164.0,90.0,0.549,74
27089,MN,"Marshall County, MN",3781.0,320.0,246.0,0.769,74
31035,NE,"Clay County, NE",2490.0,225.0,151.0,0.671,74
46017,SD,"Buffalo County, SD",508.0,194.0,120.0,0.619,74
48413,TX,"Schleicher County, TX",964.0,144.0,70.0,0.486,74
54109,WV,"Wyoming County, WV",8068.0,2022.0,1948.0,0.963,74
17053,IL,"Ford County, IL",5828.0,915.0,842.0,0.92,73
19091,IA,"Humboldt County, IA",4219.0,549.0,476.0,0.867,73
26133,MI,"Osceola County, MI",9356.0,1484.0,1411.0,0.951,73
30011,MT,"Carter County, MT",600.0,105.0,32.0,0.305,73
38037,ND,"Grant County, ND",1059.0,196.0,123.0,0.628,73
38091,ND,"Steele County, ND",806.0,100.0,27.0,0.27,73
45001,SC,"Abbeville County, SC",9762.0,1484.0,1411.0,0.951,73
48359,TX,"Oldham County, TX",614.0,81.0,8.0,0.099,73
05013,AR,"Calhoun County, AR",1690.0,208.0,136.0,0.654,72
29199,MO,"Scotland County, MO",1550.0,137.0,65.0,0.474,72
30045,MT,"Judith Basin County, MT",918.0,121.0,49.0,0.405,72
40043,OK,"Dewey County, OK",1631.0,220.0,148.0,0.673,72
40091,OK,"McIntosh County, OK",7784.0,1661.0,1589.0,0.957,72
47085,TN,"Humphreys County, TN",7241.0,907.0,835.0,0.921,72
20031,KS,"Coffey County, KS",3545.0,377.0,306.0,0.812,71
38047,ND,"Logan County, ND",777.0,111.0,40.0,0.36,71
01041,AL,"Crenshaw County, AL",5233.0,1157.0,1087.0,0.939,70
27125,MN,"Red Lake County, MN",1671.0,159.0,89.0,0.56,70
29103,MO,"Knox County, MO",1288.0,176.0,106.0,0.602,70
30049,MT,"Lewis and Clark County, MT",31215.0,2502.0,2432.0,0.972,70
38049,ND,"McHenry County, ND",2244.0,211.0,141.0,0.668,70
47121,TN,"Meigs County, TN",5235.0,898.0,828.0,0.922,70
20089,KS,"Jewell County, KS",1317.0,131.0,62.0,0.473,69
21129,KY,"Lee County, KY",2595.0,814.0,745.0,0.915,69
32011,NV,"Eureka County, NV",622.0,85.0,16.0,0.188,69
39081,OH,"Jefferson County, OH",27143.0,4562.0,4493.0,0.985,69
46089,SD,"McPherson County, SD",915.0,98.0,29.0,0.296,69
20165,KS,"Rush County, KS",1387.0,156.0,88.0,0.564,68
26101,MI,"Manistee County, MI",10561.0,1343.0,1275.0,0.949,68
26105,MI,"Mason County, MI",12801.0,1714.0,1646.0,0.96,68
29093,MO,"Iron County, MO",3861.0,773.0,705.0,0.912,68
30009,MT,"Carbon County, MT",4664.0,354.0,286.0,0.808,68
30019,MT,"Daniels County, MT",734.0,89.0,21.0,0.236,68
40089,OK,"McCurtain County, OK",11143.0,2444.0,2376.0,0.972,68
40103,OK,"Noble County, OK",4147.0,518.0,450.0,0.869,68
47127,TN,"Moore County, TN",2739.0,251.0,183.0,0.729,68
48115,TX,"Dawson County, TX",4043.0,859.0,791.0,0.921,68
51009,VA,"Amherst County, VA",12694.0,1395.0,1327.0,0.951,68
51035,VA,"Carroll County, VA",12576.0,1971.0,1903.0,0.965,68
28125,MS,"Sharkey County, MS",1422.0,413.0,346.0,0.838,67
40037,OK,"Creek County, OK",28246.0,4236.0,4169.0,0.984,67
48095,TX,"Concho County, TX",814.0,123.0,56.0,0.455,67
55083,WI,"Oconto County, WI",16811.0,1577.0,1510.0,0.958,67
16023,ID,"Butte County, ID",1073.0,183.0,117.0,0.639,66
30101,MT,"Toole County, MT",1852.0,210.0,144.0,0.686,66
36123,NY,"Yates County, NY",9490.0,1078.0,1012.0,0.939,66
38023,ND,"Divide County, ND",1016.0,84.0,18.0,0.214,66
46085,SD,"Lyman County, SD",1188.0,202.0,136.0,0.673,66
54013,WV,"Calhoun County, WV",2525.0,709.0,643.0,0.907,66
30037,MT,"Golden Valley County, MT",376.0,68.0,3.0,0.044,65
31069,NE,"Garden County, NE",858.0,160.0,95.0,0.594,65
31165,NE,"Sioux County, NE",490.0,76.0,11.0,0.145,65
36121,NY,"Wyoming County, NY",16453.0,1881.0,1816.0,0.965,65
51135,VA,"Nottoway County, VA",5611.0,917.0,852.0,0.929,65
08073,CO,"Lincoln County, CO",1971.0,307.0,243.0,0.792,64
21223,KY,"Trimble County, KY",3382.0,427.0,364.0,0.852,63
29041,MO,"Chariton County, MO",2681.0,252.0,189.0,0.75,63
30051,MT,"Liberty County, MT",724.0,110.0,47.0,0.427,63
40137,OK,"Stephens County, OK",17567.0,3159.0,3096.0,0.98,63
46107,SD,"Potter County, SD",1066.0,85.0,22.0,0.259,63
48417,TX,"Shackelford County, TX",1293.0,170.0,107.0,0.629,63
51157,VA,"Rappahannock County, VA",2985.0,224.0,161.0,0.719,63
13263,GA,"Talbot County, GA",2529.0,647.0,585.0,0.904,62
20039,KS,"Decatur County, KS",1327.0,130.0,68.0,0.523,62
20063,KS,"Gove County, KS",1168.0,93.0,31.0,0.333,62
46057,SD,"Hamlin County, SD",2194.0,133.0,71.0,0.534,62
16043,ID,"Fremont County, ID",4654.0,470.0,409.0,0.87,61
17095,IL,"Knox County, IL",20972.0,3296.0,3235.0,0.981,61
19135,IA,"Monroe County, IA",3089.0,302.0,241.0,0.798,61
21033,KY,"Caldwell County, KY",5025.0,762.0,701.0,0.92,61
21039,KY,"Carlisle County, KY",1865.0,293.0,232.0,0.792,61
21131,KY,"Leslie County, KY",4231.0,1292.0,1232.0,0.954,60
37049,NC,"Craven County, NC",42871.0,6075.0,6015.0,0.99,60
38031,ND,"Foster County, ND",1531.0,206.0,146.0,0.709,60
12045,FL,"Gulf County, FL",5944.0,773.0,714.0,0.924,59
13273,GA,"Terrell County, GA",3383.0,884.0,825.0,0.933,59
27173,MN,"Yellow Medicine County, MN",4070.0,360.0,301.0,0.836,59
30091,MT,"Sheridan County, MT",1476.0,121.0,62.0,0.512,59
46073,SD,"Jerauld County, SD",785.0,86.0,27.0,0.314,59
47005,TN,"Benton County, TN",7121.0,1185.0,1126.0,0.95,59
47081,TN,"Hickman County, TN",9435.0,1011.0,952.0,0.942,59
48457,TX,"Tyler County, TX",7145.0,1234.0,1175.0,0.952,59
01007,AL,"Bibb County, AL",7704.0,1650.0,1592.0,0.965,58
12053,FL,"Hernando County, FL",82475.0,10266.0,10208.0,0.994,58
23029,ME,"Washington County, ME",14187.0,2721.0,2663.0,0.979,58
26083,MI,"Keweenaw County, MI",1135.0,142.0,84.0,0.592,58
30043,MT,"Jefferson County, MT",4996.0,315.0,257.0,0.816,58
38029,ND,"Emmons County, ND",1528.0,197.0,139.0,0.706,58
38045,ND,"LaMoure County, ND",1745.0,158.0,100.0,0.633,58
39067,OH,"Harrison County, OH",5948.0,869.0,811.0,0.933,58
40085,OK,"Love County, OK",3899.0,595.0,537.0,0.903,58
41037,OR,"Lake County, OR",3480.0,649.0,591.0,0.911,58
48119,TX,"Delta County, TX",2173.0,297.0,239.0,0.805,58
48405,TX,"San Augustine County, TX",2940.0,747.0,689.0,0.922,58
49029,UT,"Morgan County, UT",3785.0,71.0,13.0,0.183,58
23027,ME,"Waldo County, ME",17470.0,2237.0,2180.0,0.975,57
27029,MN,"Clearwater County, MN",3339.0,495.0,438.0,0.885,57
31077,NE,"Greeley County, NE",958.0,115.0,58.0,0.504,57
35033,NM,"Mora County, NM",1968.0,457.0,400.0,0.875,57
35059,NM,"Union County, NM",1438.0,347.0,290.0,0.836,57
46053,SD,"Gregory County, SD",1609.0,184.0,127.0,0.69,57
17193,IL,"White County, IL",5672.0,1117.0,1061.0,0.95,56
19051,IA,"Davis County, IA",3201.0,271.0,215.0,0.793,56
19173,IA,"Taylor County, IA",2488.0,308.0,252.0,0.818,56
37005,NC,"Alleghany County, NC",5177.0,781.0,725.0,0.928,56
38103,ND,"Wells County, ND",1787.0,173.0,117.0,0.676,56
48391,TX,"Refugio County, TX",2495.0,408.0,352.0,0.863,56
48399,TX,"Runnels County, TX",3809.0,470.0,414.0,0.881,56
27011,MN,"Big Stone County, MN",2136.0,258.0,203.0,0.787,55
27065,MN,"Kanabec County, MN",6564.0,679.0,624.0,0.919,55
32027,NV,"Pershing County, NV",1736.0,216.0,161.0,0.745,55
46105,SD,"Perkins County, SD",1309.0,162.0,107.0,0.66,55
48483,TX,"Wheeler County, TX",1928.0,318.0,263.0,0.827,55
49055,UT,"Wayne County, UT",1156.0,136.0,81.0,0.596,55
08111,CO,"San Juan County, CO",399.0,88.0,34.0,0.386,54
13029,GA,"Bryan County, GA",16603.0,1368.0,1314.0,0.961,54
19085,IA,"Harrison County, IA",6089.0,447.0,393.0,0.879,54
20001,KS,"Allen County, KS",5011.0,521.0,467.0,0.896,54
21229,KY,"Washington County, KY",4852.0,839.0,785.0,0.936,54
26135,MI,"Oscoda County, MI",3788.0,670.0,616.0,0.919,54
26153,MI,"Schoolcraft County, MI",3890.0,512.0,458.0,0.895,54
42113,PA,"Sullivan County, PA",2551.0,261.0,207.0,0.793,54
31043,NE,"Dakota County, NE",7459.0,795.0,743.0,0.935,52
38065,ND,"Oliver County, ND",725.0,61.0,9.0,0.148,52
30015,MT,"Chouteau County, MT",2159.0,255.0,204.0,0.8,51
31135,NE,"Perkins County, NE",1192.0,112.0,61.0,0.545,51
31139,NE,"Pierce County, NE",2842.0,260.0,209.0,0.804,51
38007,ND,"Billings County, ND",407.0,51.0,0.0,0.0,51
46003,SD,"Aurora County, SD",1064.0,98.0,47.0,0.48,51
49031,UT,"Piute County, UT",555.0,104.0,53.0,0.51,51
29197,MO,"Schuyler County, MO",1307.0,150.0,100.0,0.667,50
31071,NE,"Garfield County, NE",701.0,85.0,35.0,0.412,50
46055,SD,"Haakon County, SD",687.0,71.0,21.0,0.296,50
46087,SD,"McCook County, SD",2221.0,162.0,112.0,0.691,50
47049,TN,"Fentress County, TN",7831.0,1813.0,1763.0,0.972,50
48065,TX,"Carson County, TX",2293.0,151.0,101.0,0.669,50
05087,AR,"Madison County, AR",6463.0,796.0,747.0,0.938,49
31149,NE,"Rock County, NE",600.0,81.0,32.0,0.395,49
31169,NE,"Thayer County, NE",2087.0,200.0,151.0,0.755,49
48385,TX,"Real County, TX",1128.0,212.0,163.0,0.769,49
54001,WV,"Barbour County, WV",6152.0,1248.0,1199.0,0.961,49
30033,MT,"Garfield County, MT",432.0,61.0,13.0,0.213,48
30079,MT,"Prairie County, MT",545.0,127.0,79.0,0.622,48
39111,OH,"Monroe County, OH",5651.0,805.0,757.0,0.94,48
40067,OK,"Jefferson County, OK",2163.0,535.0,487.0,0.91,48
40075,OK,"Kiowa County, OK",3438.0,763.0,715.0,0.937,48
48079,TX,"Cochran County, TX",922.0,248.0,200.0,0.806,48
48281,TX,"Lampasas County, TX",8390.0,781.0,733.0,0.939,48
13157,GA,"Jackson County, GA",28402.0,2172.0,2125.0,0.978,47
21167,KY,"Mercer County, KY",9181.0,1051.0,1004.0,0.955,47
28143,MS,"Tunica County, MS",3800.0,1124.0,1077.0,0.958,47
30105,MT,"Valley County, MT",2951.0,294.0,247.0,0.84,47
31029,NE,"Chase County, NE",1476.0,116.0,69.0,0.595,47
38001,ND,"Adams County, ND",1030.0,177.0,130.0,0.734,47
51580,VA,"Covington city, VA",2576.0,517.0,470.0,0.909,47
21075,KY,"Fulton County, KY",2550.0,630.0,584.0,0.927,46
24047,MD,"Worcester County, MD",24136.0,2431.0,2385.0,0.981,46
30109,MT,"Wibaux County, MT",461.0,67.0,21.0,0.313,46
38025,ND,"Dunn County, ND",1571.0,104.0,58.0,0.558,46
40069,OK,"Johnston County, OK",3891.0,802.0,756.0,0.943,46
40147,OK,"Washington County, OK",20957.0,3300.0,3254.0,0.986,46
55047,WI,"Green Lake County, WI",8285.0,1012.0,966.0,0.955,46
01051,AL,"Elmore County, AL",32856.0,3510.0,3465.0,0.987,45
20101,KS,"Lane County, KS",709.0,65.0,20.0,0.308,45
38083,ND,"Sheridan County, ND",675.0,93.0,48.0,0.516,45
26095,MI,"Luce County, MI",2455.0,397.0,353.0,0.889,44
31085,NE,"Hayes County, NE",377.0,63.0,19.0,0.302,44
46075,SD,"Jones County, SD",342.0,48.0,4.0,0.083,44
27093,MN,"Meeker County, MN",9347.0,831.0,788.0,0.948,43
29227,MO,"Worth County, MO",847.0,136.0,93.0,0.684,43
31083,NE,"Harlan County, NE",1197.0,106.0,63.0,0.594,43
48155,TX,"Foard County, TX",437.0,51.0,8.0,0.157,43
48443,TX,"Terrell County, TX",451.0,59.0,16.0,0.271,43
20183,KS,"Smith County, KS",1578.0,131.0,89.0,0.679,42
21115,KY,"Johnson County, KY",9040.0,2326.0,2284.0,0.982,42
29035,MO,"Carter County, MO",2038.0,446.0,404.0,0.906,42
31075,NE,"Grant County, NE",284.0,48.0,6.0,0.125,42
31095,NE,"Jefferson County, NE",3136.0,434.0,392.0,0.903,42
47007,TN,"Bledsoe County, TN",4858.0,920.0,878.0,0.954,42
48383,TX,"Reagan County, TX",1033.0,104.0,62.0,0.596,42
48409,TX,"San Patricio County, TX",25334.0,3665.0,3623.0,0.989,42
02185,AK,"North Slope Borough, AK",2281.0,361.0,320.0,0.886,41
12067,FL,"Lafayette County, FL",2632.0,478.0,437.0,0.914,41
39137,OH,"Putnam County, OH",13153.0,939.0,898.0,0.956,41
50027,VT,"Windsor County, VT",25293.0,2478.0,2437.0,0.983,41
08091,CO,"Ouray County, CO",2623.0,142.0,102.0,0.718,40
17151,IL,"Pope County, IL",1385.0,166.0,126.0,0.759,40
21201,KY,"Robertson County, KY",810.0,188.0,148.0,0.787,40
31175,NE,"Valley County, NE",1796.0,216.0,176.0,0.815,40
40011,OK,"Blaine County, OK",3381.0,522.0,482.0,0.923,40
40129,OK,"Roger Mills County, OK",1416.0,188.0,148.0,0.787,40
02068,AK,"Denali Borough, AK",565.0,56.0,17.0,0.304,39
06035,CA,"Lassen County, CA",9247.0,1278.0,1239.0,0.969,39
13249,GA,"Schley County, GA",1639.0,292.0,253.0,0.866,39
20025,KS,"Clark County, KS",788.0,77.0,38.0,0.494,39
20049,KS,"Elk County, KS",999.0,112.0,73.0,0.652,39
28135,MS,"Tallahatchie County, MS",4306.0,1029.0,990.0,0.962,39
38063,ND,"Nelson County, ND",1338.0,105.0,66.0,0.629,39
45011,SC,"Barnwell County, SC",8116.0,2029.0,1990.0,0.981,39
49013,UT,"Duchesne County, UT",6878.0,759.0,720.0,0.949,39
55119,WI,"Taylor County, WI",8046.0,785.0,746.0,0.95,39
27117,MN,"Pipestone County, MN",3971.0,467.0,429.0,0.919,38
31161,NE,"Sheridan County, NE",2108.0,253.0,215.0,0.85,38
48287,TX,"Lee County, TX",6984.0,867.0,829.0,0.956,38
48421,TX,"Sherman County, TX",843.0,75.0,37.0,0.493,38
54035,WV,"Jackson County, WV",11515.0,2245.0,2207.0,0.983,38
13293,GA,"Upson County, GA",10595.0,2437.0,2400.0,0.985,37
26025,MI,"Calhoun County, MI",53333.0,7212.0,7175.0,0.995,37
28131,MS,"Stone County, MS",6705.0,1077.0,1040.0,0.966,37
32021,NV,"Mineral County, NV",1830.0,292.0,255.0,0.873,37
48345,TX,"Motley County, TX",460.0,95.0,58.0,0.611,37
48397,TX,"Rockwall County, TX",41237.0,1796.0,1759.0,0.979,37
51169,VA,"Scott County, VA",9127.0,2150.0,2113.0,0.983,37
13305,GA,"Wayne County, GA",11061.0,2271.0,2235.0,0.984,36
