USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
TX	48067	01383819	Cass County	2426683491	60494144	936.948	23.357	33.083698	-94.357579                                                                                                                   
TX	48069	01383820	Castro County	2316600393	12557414	894.444	4.848	34.533621	-102.258786                                                                                                                 
TX	48071	01383821	Chambers County	1546471871	709790251	597.096	274.052	29.696374	-94.669445                                                                                                             
TX	48073	01383822	Cherokee County	2727140662	23874005	1052.955	9.218	31.843881	-95.156343                                                                                                               
TX	48075	01383823	Childress County	1803954626	44560655	696.511	17.205	34.524624	-100.208166                                                                                                             
TX	48077	01383824	Clay County	2819871856	72506820	1088.759	27.995	33.785904	-98.212917                                                                                                                  
TX	48079	01383825	Cochran County	2007453830	229068	775.082	0.088	33.60844	-102.830449                                                                                                                   
TX	48081	01383826	Coke County	2361153198	42331832	911.646	16.344	31.87711	-100.635231                                                                                                                   
TX	48083	01383827	Coleman County	3270933224	47963343	1262.914	18.519	31.914205	-99.346622                                                                                                               
TX	48085	01383828	Collin County	2178871854	115507424	841.267	44.598	33.194494	-96.579428                                                                                                                
TX	48087	01383829	Collingsworth County	2378750408	2278703	918.441	0.88	34.963358	-100.272135                                                                                                            
TX	48089	01383830	Colorado County	2487142712	34691168	960.291	13.394	29.596296	-96.508935                                                                                                               
TX	48091	01383831	Comal County	1449171191	39766830	559.528	15.354	29.812377	-98.258129                                                                                                                  
TX	48093	01383832	Comanche County	2428768926	25719485	937.753	9.93	31.951645	-98.549617                                                                                                                 
TX	48095	01383833	Concho County	2547914005	25740025	983.755	9.938	31.318883	-99.863649                                                                                                                  
TX	48097	01383834	Cooke County	2265789888	61319327	874.826	23.676	33.639196	-97.210343                                                                                                                  
TX	48099	01383835	Coryell County	2725307438	11833644	1052.247	4.569	31.391177	-97.798022                                                                                                                
TX	48101	01383836	Cottle County	2332448732	2723997	900.564	1.052	34.091906	-100.276442                                                                                                                  
TX	48103	01383837	Crane County	2033319687	1695980	785.069	0.655	31.422796	-102.487774                                                                                                                   
TX	48105	01383838	Crockett County	7270935061	53329	2807.324	0.021	30.717532	-101.404211                                                                                                                 
TX	48107	01383839	Crosby County	2331503444	3873557	900.199	1.496	33.609144	-101.29871                                                                                                                   
TX	48109	01383840	Culberson County	9873439555	556134	3812.156	0.215	31.445908	-104.526945                                                                                                               
TX	48111	01383841	Dallam County	3893095084	5180577	1503.132	2.	36.28637	-102.59402                                                                                                                      
TX	48113	01383842	Dallas County	2261577252	91947122	873.2	35.501	32.766987	-96.778424                                                                                                                   
TX	48115	01383843	Dawson County	2331781562	4720730	900.306	1.823	32.742528	-101.948771                                                                                                                  
TX	48117	01383845	Deaf Smith County	3876750570	3926557	1496.822	1.516	34.940766	-102.607564                                                                                                             
TX	48119	01383846	Delta County	665192724	54647564	256.832	21.1	33.385933	-95.67335                                                                                                                      
TX	48121	01383847	Denton County	2275817772	188973111	878.698	72.963	33.205132	-97.12114                                                                                                                 
TX	48123	01383844	DeWitt County	2354237965	3919919	908.976	1.513	29.082346	-97.361654                                                                                                                   
TX	48125	01383848	Dickens County	2335454676	9057848	901.724	3.497	33.615363	-100.787617                                                                                                                 
TX	48127	01383849	Dimmit County	3441795903	14575999	1328.885	5.628	28.423587	-99.765871                                                                                                                 
TX	48129	01383850	Donley County	2401014207	15563758	927.037	6.009	34.955036	-100.815846                                                                                                                 
TX	48131	01383851	Duval County	4645084668	5478267	1793.477	2.115	27.681123	-98.497393                                                                                                                   
TX	48133	01383852	Eastland County	2399644791	14002299	926.508	5.406	32.324645	-98.83656                                                                                                                 
TX	48135	01383853	Ector County	2325508519	10188915	897.884	3.934	31.865301	-102.542507                                                                                                                  
TX	48137	01383854	Edwards County	5485263220	5196312	2117.872	2.006	29.985933	-100.3074                                                                                                                  
TX	48139	01383856	Ellis County	2423462949	41944384	935.704	16.195	32.346878	-96.79694                                                                                                                   
TX	48141	01383855	El Paso County	2624928792	4638585	1013.491	1.791	31.766456	-106.24152                                                                                                                 
TX	48143	01383857	Erath County	2805419712	17166727	1083.179	6.628	32.236669	-98.220545                                                                                                                  
TX	48145	01383858	Falls County	1982623104	21693054	765.495	8.376	31.25193	-96.934127                                                                                                                    
TX	48147	01383859	Fannin County	2307251053	20847065	890.835	8.049	33.591161	-96.104988                                                                                                                  
TX	48149	01383860	Fayette County	2460316901	25574662	949.934	9.874	29.877886	-96.921231                                                                                                                 
TX	48151	01383861	Fisher County	2328272103	7258480	898.951	2.803	32.740473	-100.40312                                                                                                                   
TX	48153	01383862	Floyd County	2569637283	983737	992.143	0.38	34.07373	-101.303274                                                                                                                      
TX	48155	01383863	Foard County	1824378631	8514741	704.397	3.288	33.963306	-99.816828                                                                                                                    
TX	48157	01383864	Fort Bend County	2231981778	60805734	861.773	23.477	29.526602	-95.771015                                                                                                              
TX	48159	01383865	Franklin County	736569934	26875120	284.391	10.377	33.175846	-95.219066                                                                                                                
TX	48161	01383866	Freestone County	2273311866	36936963	877.731	14.261	31.701749	-96.144957                                                                                                              
TX	48163	01383867	Frio County	2935753503	2193621	1133.501	0.847	28.869383	-99.109005                                                                                                                    
TX	48165	01383868	Gaines County	3891102467	1262946	1502.363	0.488	32.743942	-102.631561                                                                                                                 
TX	48167	01383869	Galveston County	982670091	1280836456	379.411	494.534	29.233927	-94.888197                                                                                                            
TX	48169	01383870	Garza County	2313937114	7209242	893.416	2.784	33.183792	-101.301134                                                                                                                   
TX	48171	01383871	Gillespie County	2740731344	9000570	1058.202	3.475	30.325093	-98.94185                                                                                                                
TX	48173	01383872	Glasscock County	2331552974	2245302	900.218	0.867	31.868006	-101.521494                                                                                                               
TX	48175	01383873	Goliad County	2206698612	19050015	852.011	7.355	28.6607	-97.430415                                                                                                                    
TX	48177	01383874	Gonzales County	2762704899	8204086	1066.686	3.168	29.461912	-97.49192                                                                                                                 
TX	48179	01383875	Gray County	2398261679	8700790	925.974	3.359	35.402542	-100.812374                                                                                                                    
TX	48181	01383876	Grayson County	2416024350	120093895	932.832	46.369	33.624548	-96.675777                                                                                                               
TX	48183	01383877	Gregg County	708052151	6206460	273.38	2.396	32.486401	-94.816277                                                                                                                      
TX	48185	01383878	Grimes County	2039528004	36609847	787.466	14.135	30.543231	-95.988082                                                                                                                 
TX	48187	01383879	Guadalupe County	1842133804	9159633	711.252	3.537	29.582671	-97.948995                                                                                                                
TX	48189	01383880	Hale County	2602109423	246678	1004.68	0.095	34.068436	-101.822888                                                                                                                     
TX	48191	01383881	Hall County	2288233615	53366403	883.492	20.605	34.453189	-100.576343                                                                                                                  
TX	48193	01383882	Hamilton County	2165008743	1238628	835.915	0.478	31.707342	-98.111756                                                                                                                 
TX	48195	01383883	Hansford County	2382296646	1548341	919.81	0.598	36.272847	-101.35693                                                                                                                  
TX	48197	01383884	Hardeman County	1800337387	4548860	695.114	1.756	34.289904	-99.745697                                                                                                                 
TX	48199	01383885	Hardin County	2306581582	18001144	890.576	6.95	30.329648	-94.393178                                                                                                                   
TX	48201	01383886	Harris County	4421152651	182185468	1707.017	70.342	29.857273	-95.393037                                                                                                               
TX	48203	01383887	Harrison County	2331141019	40649337	900.059	15.695	32.547991	-94.374434                                                                                                               
TX	48205	01383888	Hartley County	3786435508	3023183	1461.951	1.167	35.840244	-102.610047                                                                                                                
TX	48207	01383889	Haskell County	2339103809	18465208	903.133	7.129	33.175964	-99.730774                                                                                                                 
TX	48209	01383890	Hays County	1753038621	5043724	676.852	1.947	30.061225	-98.029267                                                                                                                     
TX	48211	01383891	Hemphill County	2347270018	15205586	906.286	5.871	35.815956	-100.27921                                                                                                                
TX	48213	01383892	Henderson County	2263061906	193353703	873.773	74.654	32.211633	-95.853418                                                                                                             
TX	48215	01383893	Hidalgo County	4069375491	30138614	1571.195	11.637	26.396384	-98.18099                                                                                                                
TX	48217	01383894	Hill County	2483430145	69544766	958.858	26.851	31.982681	-97.130668                                                                                                                   
TX	48219	01383895	Hockley County	2352723967	446119	908.392	0.172	33.605932	-102.343398                                                                                                                  
TX	48221	01383896	Hood County	1089707278	41753389	420.738	16.121	32.430149	-97.831677                                                                                                                   
TX	48223	01383897	Hopkins County	1987637219	65631763	767.431	25.341	33.148967	-95.565434                                                                                                                
TX	48225	01383898	Houston County	3188268195	14446047	1230.997	5.578	31.323036	-95.4216                                                                                                                  
TX	48227	01383899	Howard County	2333039148	8841781	900.791	3.414	32.30343	-101.438721                                                                                                                   
TX	48229	01383900	Hudspeth County	11837584063	2114586	4570.517	0.816	31.450868	-105.377549                                                                                                              
TX	48231	01383901	Hunt County	2176679797	107761746	840.421	41.607	33.123308	-96.08423                                                                                                                   
TX	48233	01383902	Hutchinson County	2298418617	19497034	887.424	7.528	35.837047	-101.362746                                                                                                             
TX	48235	01383903	Irion County	2723485995	176317	1051.544	0.068	31.303424	-100.981304                                                                                                                   
TX	48237	01383904	Jack County	2359405672	23704614	910.972	9.152	33.23216	-98.171177                                                                                                                     
TX	48239	01383905	Jackson County	2148246693	71039573	829.443	27.429	28.959802	-96.58908                                                                                                                 
TX	48241	01383906	Jasper County	2431105359	80399907	938.655	31.043	30.752932	-94.022294                                                                                                                 
TX	48243	01383907	Jeff Davis County	5865172239	206206	2264.556	0.08	30.625357	-104.191873                                                                                                               
TX	48245	01383908	Jefferson County	2270732118	611205490	876.735	235.988	29.854	-94.149331                                                                                                               
TX	48247	01383909	Jim Hogg County	2942674729	92565	1136.173	0.036	27.053231	-98.747572                                                                                                                  
TX	48249	01383910	Jim Wells County	2240795374	8723372	865.176	3.368	27.733516	-98.090814                                                                                                                
TX	48251	01383911	Johnson County	1877871517	23810470	725.05	9.193	32.379654	-97.364906                                                                                                                  
TX	48253	01383912	Jones County	2405076785	22097342	928.605	8.532	32.743709	-99.87443                                                                                                                    
TX	48255	01383913	Karnes County	1936669679	15010315	747.752	5.796	28.908996	-97.852205                                                                                                                  
TX	48257	01383914	Kaufman County	2021981825	69470378	780.692	26.823	32.598944	-96.288377                                                                                                                
TX	48259	01383915	Kendall County	1715747613	1496797	662.454	0.578	29.943525	-98.709269                                                                                                                  
TX	48261	01383916	Kenedy County	3777657843	1261927310	1458.562	487.233	26.890213	-97.591143                                                                                                             
TX	48263	01383917	Kent County	2337482031	1065195	902.507	0.411	33.18478	-100.76972                                                                                                                      
TX	48265	01383918	Kerr County	2857617599	10231764	1103.332	3.951	30.059953	-99.353339                                                                                                                   
TX	48267	01383919	Kimble County	3240024038	505509	1250.98	0.195	30.479472	-99.746396                                                                                                                    
TX	48269	01383920	King County	2359150569	6396290	910.873	2.47	33.614268	-100.245345                                                                                                                     
TX	48271	01383921	Kinney County	3523765249	11885327	1360.533	4.589	29.347086	-100.4177                                                                                                                  
TX	48273	01383922	Kleberg County	2282572444	541041659	881.306	208.897	27.438735	-97.66062                                                                                                               
TX	48275	01383923	Knox County	2203098613	12587673	850.621	4.86	33.61189	-99.730356                                                                                                                      
TX	48277	01383925	Lamar County	2349976646	66748711	907.331	25.772	33.667263	-95.570348                                                                                                                  
TX	48279	01383926	Lamb County	2631897589	3973764	1016.181	1.534	34.068861	-102.348018                                                                                                                   
TX	48281	01383927	Lampasas County	1845440046	2749903	712.528	1.062	31.196731	-98.240889                                                                                                                 
TX	48283	01383924	La Salle County	3850545747	19503739	1486.704	7.53	28.351098	-99.096774                                                                                                                
TX	48285	01383928	Lavaca County	2511535215	1882216	969.709	0.727	29.382578	-96.923633                                                                                                                   
TX	48287	01383929	Lee County	1629204758	13122562	629.04	5.067	30.321498	-96.976823                                                                                                                      
TX	48289	01383930	Leon County	2779462026	19328383	1073.156	7.463	31.300493	-95.995622                                                                                                                   
TX	48291	01383931	Liberty County	3000121460	46620493	1158.353	18.	30.158508	-94.844061                                                                                                                  
TX	48293	01383932	Limestone County	2345053180	71830221	905.43	27.734	31.547543	-96.593623                                                                                                               
TX	48295	01383933	Lipscomb County	2414422645	298741	932.214	0.115	36.2802	-100.272683                                                                                                                   
TX	48297	01383934	Live Oak County	2692796909	101483818	1039.695	39.183	28.351535	-98.126961                                                                                                             
TX	48299	01383935	Llano County	2419217897	82338677	934.065	31.791	30.707584	-98.68469                                                                                                                   
TX	48301	01383936	Loving County	1732230053	19981167	668.818	7.715	31.844936	-103.561229                                                                                                                 
TX	48303	01383937	Lubbock County	2319597736	13210797	895.602	5.101	33.611469	-101.819944                                                                                                                
TX	48305	01383938	Lynn County	2309924847	4169718	891.867	1.61	33.178412	-101.818493                                                                                                                     
TX	48307	01383945	McCulloch County	2759893532	20286193	1065.601	7.833	31.205477	-99.359856                                                                                                              
TX	48309	01383946	McLennan County	2685015343	61002370	1036.69	23.553	31.549596	-97.201511                                                                                                               
TX	48311	01383947	McMullen County	2952066567	43985124	1139.799	16.983	28.384922	-98.578853                                                                                                              
TX	48313	01383939	Madison County	1207103458	16493254	466.065	6.368	30.966878	-95.930372                                                                                                                 
TX	48315	01383940	Marion County	986530318	102099491	380.902	39.421	32.798182	-94.356853                                                                                                                 
TX	48317	01383941	Martin County	2369724590	1931832	914.956	0.746	32.30983	-101.961836                                                                                                                   
TX	48319	01383942	Mason County	2405674102	8755301	928.836	3.38	30.703916	-99.237302                                                                                                                     
TX	48321	01383943	Matagorda County	2831173987	1345214023	1093.122	519.39	28.77476	-96.001532                                                                                                            
TX	48323	01383944	Maverick County	3313828190	31862966	1279.476	12.302	28.729787	-100.316678                                                                                                             
TX	48325	01383948	Medina County	3432668368	23757602	1325.361	9.173	29.353661	-99.111085                                                                                                                 
TX	48327	01383949	Menard County	2336237980	613559	902.027	0.237	30.885268	-99.858861                                                                                                                    
TX	48329	01383950	Midland County	2331915358	4252951	900.358	1.642	31.814269	-102.002454                                                                                                                 
TX	48331	01383951	Milam County	2632349434	11831398	1016.356	4.568	30.791242	-96.984395                                                                                                                  
TX	48333	01383952	Mills County	1937892798	4023558	748.225	1.554	31.494888	-98.594623                                                                                                                    
TX	48335	01383953	Mitchell County	2359720442	12480258	911.093	4.819	32.304117	-100.924392                                                                                                               
TX	48337	01383954	Montague County	2411034611	19087359	930.906	7.37	33.678356	-97.725014                                                                                                                 
TX	48339	01383955	Montgomery County	2699052575	90064391	1042.11	34.774	30.298801	-95.50295                                                                                                              
TX	48341	01383956	Moore County	2330207191	25699789	899.698	9.923	35.835676	-101.890502                                                                                                                  
TX	48343	01383957	Morris County	652649023	17382447	251.989	6.711	33.116466	-94.731265                                                                                                                   
TX	48345	01383958	Motley County	2562963900	644140	989.566	0.249	34.057899	-100.793152                                                                                                                   
TX	48347	01383959	Nacogdoches County	2450966942	89731149	946.324	34.645	31.62056	-94.62025                                                                                                              
TX	48349	01383960	Navarro County	2615116305	197615409	1009.702	76.3	32.048448	-96.476909                                                                                                                
TX	48351	01383961	Newton County	2418212546	15672146	933.677	6.051	30.786718	-93.73925                                                                                                                   
TX	48353	01383962	Nolan County	2362061742	5052159	911.997	1.951	32.312338	-100.418108                                                                                                                   
TX	48355	01383963	Nueces County	2173636003	845192062	839.246	326.33	27.740032	-97.516214                                                                                                                
TX	48357	01383964	Ochiltree County	2376792063	1331778	917.685	0.514	36.278744	-100.815864                                                                                                               
TX	48359	01383965	Oldham County	3886337114	2339716	1500.523	0.903	35.401921	-102.59762                                                                                                                  
TX	48361	01383966	Orange County	864501045	118360262	333.786	45.699	30.122323	-93.8941                                                                                                                   
TX	48363	01383967	Palo Pinto County	2467090694	85364147	952.549	32.959	32.752204	-98.317967                                                                                                             
TX	48365	01383968	Panola County	2101400900	25810623	811.355	9.966	32.163978	-94.305156                                                                                                                  
TX	48367	01383969	Parker County	2340620308	16513787	903.719	6.376	32.777096	-97.805905                                                                                                                  
TX	48369	01383970	Parmer County	2281317978	11355762	880.822	4.384	34.532163	-102.784853                                                                                                                 
TX	48371	01383971	Pecos County	12338274936	2532275	4763.835	0.978	30.773298	-102.718153                                                                                                                 
TX	48373	01383972	Polk County	2737733252	136271620	1057.045	52.615	30.784553	-94.837338                                                                                                                 
TX	48375	01383973	Potter County	2352718727	35190085	908.39	13.587	35.398675	-101.893804                                                                                                                 
TX	48377	01383974	Presidio County	9985057446	1773188	3855.252	0.685	30.005891	-104.261619                                                                                                               
TX	48379	01383975	Rains County	594376473	75984089	229.49	29.338	32.870457	-95.795613                                                                                                                    
TX	48381	01383976	Randall County	2363909286	25203162	912.711	9.731	34.962529	-101.895547                                                                                                                
TX	48383	01383977	Reagan County	3044049119	1792716	1175.314	0.692	31.375191	-101.514395                                                                                                                 
TX	48385	01383978	Real County	1810812879	2346259	699.159	0.906	29.830097	-99.812549                                                                                                                     
TX	48387	01383979	Red River County	2703677244	33255080	1043.896	12.84	33.619625	-95.048429                                                                                                              
TX	48389	01383980	Reeves County	6825534318	17396672	2635.354	6.717	31.308366	-103.712706                                                                                                                
TX	48391	01383981	Refugio County	1995545557	123688759	770.484	47.756	28.322116	-97.162472                                                                                                               
TX	48393	01383982	Roberts County	2393298442	346846	924.058	0.134	35.838596	-100.836682                                                                                                                  
TX	48395	01383983	Robertson County	2214840334	27332985	855.155	10.553	31.025481	-96.514941                                                                                                              
TX	48397	01383984	Rockwall County	329469169	56264592	127.209	21.724	32.899886	-96.41205                                                                                                                 
TX	48399	01383985	Runnels County	2722259323	15604788	1051.07	6.025	31.845119	-99.982715                                                                                                                 
TX	48401	01383986	Rusk County	2393663216	37217198	924.199	14.37	32.109423	-94.756382                                                                                                                    
TX	48403	01383987	Sabine County	1273523416	219936062	491.71	84.918	31.3433	-93.851913                                                                                                                   
TX	48405	01383988	San Augustine County	1374400363	159644688	530.659	61.639	31.382449	-94.16318                                                                                                          
TX	48407	01383989	San Jacinto County	1474332269	151949232	569.243	58.668	30.574388	-95.163136                                                                                                           
TX	48409	01383990	San Patricio County	1795693481	37532483	693.321	14.491	28.011794	-97.517157                                                                                                           
TX	48411	01383991	San Saba County	2940447162	8300211	1135.313	3.205	31.155138	-98.819292                                                                                                                
TX	48413	01383992	Schleicher County	3394546068	87401	1310.642	0.034	30.896233	-100.527216                                                                                                               
TX	48415	01383993	Scurry County	2345090474	5436957	905.445	2.099	32.744353	-100.913346                                                                                                                  
TX	48417	01383994	Shackelford County	2367989254	3268209	914.286	1.262	32.74382	-99.347005                                                                                                               
TX	48419	01383995	Shelby County	2060566466	101081677	795.589	39.028	31.790139	-94.142579                                                                                                                
TX	48421	01383996	Sherman County	2390195607	425429	922.86	0.164	36.278593	-101.899265                                                                                                                   
TX	48423	01383997	Smith County	2386604748	73163264	921.473	28.248	32.375105	-95.268939                                                                                                                  
TX	48425	01383998	Somervell County	482274684	14205924	186.207	5.485	32.218071	-97.769217                                                                                                                
TX	48427	01383999	Starr County	3168019232	15386852	1223.179	5.941	26.530903	-98.740235                                                                                                                  
TX	48429	01384000	Stephens County	2322497231	64147705	896.721	24.768	32.738052	-98.839344                                                                                                               
TX	48431	01384001	Sterling County	2391722770	167451	923.449	0.065	31.835773	-101.054911                                                                                                                 
TX	48433	01384002	Stonewall County	2373238700	10177387	916.313	3.93	33.17958	-100.253807                                                                                                                
TX	48435	01384003	Sutton County	3765674775	1277066	1453.935	0.493	30.522185	-100.513359                                                                                                                 
TX	48437	01384004	Swisher County	2305502705	27277988	890.16	10.532	34.526319	-101.743865                                                                                                                
TX	48439	01384005	Tarrant County	2240985247	99783487	865.249	38.527	32.772119	-97.291224                                                                                                                
TX	48441	01384006	Taylor County	2371228265	9760311	915.536	3.768	32.297126	-99.89043                                                                                                                    
TX	48443	01384007	Terrell County	6107081791	259482	2357.958	0.1	30.232343	-102.072513                                                                                                                   
TX	48445	01384008	Terry County	2302113089	5414060	888.851	2.09	33.171229	-102.339284                                                                                                                    
TX	48447	01384009	Throckmorton County	2363499444	7586186	912.552	2.929	33.170695	-99.205796                                                                                                             
TX	48449	01384010	Titus County	1052317453	50093989	406.302	19.341	33.214599	-94.966783                                                                                                                  
TX	48451	01384011	Tom Green County	3942790948	47251782	1522.32	18.244	31.398295	-100.46385                                                                                                              
TX	48453	01384012	Travis County	2575210710	79595808	994.294	30.732	30.239513	-97.69127                                                                                                                  
TX	48455	01384013	Trinity County	1796920725	52260791	693.795	20.178	31.096675	-95.151687                                                                                                                
TX	48457	01384014	Tyler County	2394158673	29093514	924.39	11.233	30.769295	-94.375656                                                                                                                   
TX	48459	01384015	Upshur County	1509910836	24878112	582.98	9.605	32.735349	-94.941184                                                                                                                   
TX	48461	01384016	Upton County	3215010597	464309	1241.323	0.179	31.353816	-102.041546                                                                                                                   
TX	48463	01384017	Uvalde County	4019458733	17382915	1551.922	6.712	29.350308	-99.768427                                                                                                                 
TX	48465	01384018	Val Verde County	8144863966	227711025	3144.75	87.92	29.875285	-101.143324                                                                                                             
TX	48467	01384019	Van Zandt County	2182250324	44149754	842.572	17.046	32.558787	-95.836906                                                                                                              
TX	48469	01384020	Victoria County	2284593984	17476842	882.087	6.748	28.79637	-96.971198                                                                                                                 
TX	48471	01384021	Walker County	2031126329	44745757	784.222	17.276	30.743163	-95.569825                                                                                                                 
TX	48473	01384022	Waller County	1329431896	11827973	513.297	4.567	30.01359	-95.982149                                                                                                                   
TX	48475	01384023	Ward County	2164201058	624206	835.603	0.241	31.513069	-103.105113                                                                                                                     
TX	48477	01384024	Washington County	1564855487	45471320	604.194	17.557	30.215075	-96.410272                                                                                                             
TX	48479	01384025	Webb County	8706187276	36554554	3361.478	14.114	27.760799	-99.340752                                                                                                                  
TX	48481	01384026	Wharton County	2813095079	21310003	1086.142	8.228	29.27848	-96.229674                                                                                                                 
TX	48483	01384027	Wheeler County	2368629232	2455912	914.533	0.948	35.392593	-100.253107                                                                                                                 
TX	48485	01384028	Wichita County	1625458309	13645835	627.593	5.269	33.988212	-98.70801                                                                                                                  
TX	48487	01384029	Wilbarger County	2514738100	18202665	970.946	7.028	34.08492	-99.24244                                                                                                                 
TX	48489	01384030	Willacy County	1529680708	502856285	590.613	194.154	26.481861	-97.594731                                                                                                              
TX	48491	01384031	Williamson County	2890005224	41559490	1115.837	16.046	30.649082	-97.605065                                                                                                            
TX	48493	01384032	Wilson County	2081662650	12111507	803.734	4.676	29.173883	-98.086734                                                                                                                  
TX	48495	01384033	Winkler County	2178876165	19838	841.269	0.008	31.832862	-103.054925                                                                                                                   
TX	48497	01384034	Wise County	2342372276	47035843	904.395	18.161	33.219095	-97.653997                                                                                                                   
TX	48499	01384035	Wood County	1671172293	130731064	645.243	50.476	32.783588	-95.382166                                                                                                                  
TX	48501	01384036	Yoakum County	2071252477	34329	799.715	0.013	33.162339	-102.832241                                                                                                                    
TX	48503	01384037	Young County	2368539759	42371869	914.498	16.36	33.158778	-98.67839                                                                                                                    
TX	48505	01384038	Zapata County	2585876042	154371160	998.412	59.603	26.996981	-99.182603                                                                                                                
TX	48507	01384039	Zavala County	3360268878	11208707	1297.407	4.328	28.864652	-99.75983                                                                                                                  
