case_id,navigator_id,enrollment_month,civica_assisted,household_size,earned_income_share,primary_language,county,intake_channel,expedited,payment_error,time_to_decision_days,intake_to_handoff_complete,recert_success
96,38,8,1.0,4,0.8140085766824525,chinese,los_angeles,phone,0,18.88896114180333,36.33981388825245,1,1
97,28,9,0.0,4,0.5344538831947211,english,los_angeles,online,0,6.885502492882454,27.541672954413837,0,1
98,34,1,0.0,2,0.5721622207148717,vietnamese,sacramento,phone,0,17.46415310684869,36.327646186638326,0,0
99,38,8,1.0,5,0.9546017866446267,english,los_angeles,partner_cbo,0,8.338659540498867,35.75977646207508,1,1
100,31,6,0.0,7,0.3567167942442322,spanish,other,online,0,17.683101335669154,30.80239875618563,0,1
101,25,9,0.0,7,0.6845954988515162,english,sacramento,online,0,16.43146016456039,34.363466674590214,1,1
102,14,4,1.0,6,0.1276649297080186,spanish,los_angeles,phone,0,8.865807235676275,28.316214291382053,1,0
103,21,8,0.0,2,0.32357334845647645,vietnamese,los_angeles,in_person,0,15.686142679354942,31.240033397274367,1,1
104,26,7,0.0,2,0.5294658636310349,english,los_angeles,online,0,17.56111983715799,23.328630311013676,0,1
105,21,8,1.0,2,0.5707132551972797,english,san_diego,online,0,11.879745415981297,19.61838113489649,1,1
106,27,3,1.0,1,0.783589350378907,english,san_diego,online,0,0.4783376837788982,22.089732586721926,1,1
107,13,3,0.0,6,0.18041351543382242,spanish,fresno,online,0,19.053465846336927,39.47740097718181,1,1
108,21,2,1.0,5,0.7526688701761948,spanish,los_angeles,partner_cbo,1,16.053480970403676,24.126426303909238,0,0
109,39,5,0.0,3,0.4471275644875466,spanish,los_angeles,phone,1,17.164713681634574,29.899014178258135,1,0
110,39,11,1.0,4,0.09963986148125838,english,san_diego,online,0,17.367494952427435,18.69840499021853,1,0
111,10,4,0.0,3,0.30255214735953617,spanish,other,online,0,14.539335472519001,48.424114808166294,0,1
112,18,6,0.0,3,0.1685027165615222,english,other,online,1,11.1458984972972,26.413049364219408,0,1
113,1,5,1.0,7,0.6746833438465243,spanish,los_angeles,phone,0,11.739620492043121,23.395648690092123,0,1
114,32,6,0.0,6,0.23394039790881707,english,los_angeles,online,0,11.603921960389137,33.055639131478905,1,1
115,12,11,1.0,4,0.2883464323689385,spanish,san_diego,online,0,4.918478563197569,21.03357069483882,1,1
116,15,12,1.0,7,0.452013816971156,spanish,sacramento,phone,0,11.738875876579527,17.313938416504165,0,0
117,19,8,1.0,5,0.7417373350280952,english,sacramento,partner_cbo,0,17.419374457852744,28.35144859784675,1,1
118,7,10,0.0,6,0.8138104487598933,english,sacramento,in_person,0,9.684921387607979,28.67619943402439,1,1
119,33,4,1.0,7,0.4417847011866486,other,los_angeles,phone,1,12.467942808609877,29.811688155919537,1,1
120,23,12,1.0,7,0.5614651953691174,vietnamese,los_angeles,online,1,16.42386320171181,23.57303407396632,0,1
121,9,7,1.0,7,0.6757544742487042,vietnamese,sacramento,partner_cbo,0,15.073545054207843,25.796838305913127,0,0
122,15,4,0.0,3,0.6056060770229662,spanish,san_diego,phone,0,5.200462936689215,34.04856436603293,0,0
123,32,5,1.0,3,0.48112968651791943,vietnamese,los_angeles,in_person,0,15.111098300281375,35.12065392884376,1,1
124,8,6,1.0,7,0.5808788963335202,spanish,other,partner_cbo,0,10.005233410076954,30.928735919427343,1,1
125,3,10,0.0,3,0.4016195139687171,english,fresno,online,1,13.33712479339027,31.313869892011837,1,1
126,15,12,1.0,6,0.6665325191385223,english,los_angeles,online,1,7.516024370587816,29.072329577169178,1,1
127,22,4,0.0,3,0.9346849771365079,spanish,sacramento,online,0,9.958682804562837,30.456883393685047,0,0
128,22,1,1.0,2,0.7844518678308486,chinese,los_angeles,partner_cbo,0,11.316149463120372,36.237492958421115,0,1
129,28,2,1.0,5,0.9335369780619899,spanish,fresno,online,0,8.412764672374625,38.40903044702914,0,1
130,19,9,0.0,4,0.727035959863629,english,san_diego,phone,0,9.357669348893959,26.9305354005382,0,1
131,35,4,0.0,5,0.837548552591043,english,san_diego,partner_cbo,1,21.668852879462705,43.49393100662891,1,1
132,39,10,0.0,2,0.3936405036753478,spanish,los_angeles,online,0,9.532884798399134,37.45195471935715,1,1
133,34,5,1.0,3,0.5421749879165235,chinese,other,partner_cbo,0,14.093888814057628,29.16286761877963,0,1
134,31,4,0.0,7,0.5714636815549274,english,san_diego,online,0,11.303445413122759,23.574946936369308,0,1
135,25,6,0.0,1,0.6333071915380897,english,san_diego,online,0,10.284394925282035,35.288021187041394,1,1
136,39,2,1.0,3,0.8716389472296261,spanish,los_angeles,phone,0,13.15030509367114,37.29571530623296,1,1
137,20,4,0.0,1,0.8736268065203329,english,other,online,0,18.157384521307655,21.73671492607351,1,0
138,17,1,1.0,6,0.839217515448438,spanish,san_diego,phone,0,6.239100918941532,24.76003048114474,1,1
139,1,12,1.0,1,0.22175869665357925,chinese,other,partner_cbo,0,14.542545345495176,25.59750863954175,1,1
140,29,1,1.0,3,0.5625490955312508,english,fresno,online,0,4.199434660175495,20.43940049338319,1,1
141,18,1,1.0,3,0.4307734788841518,chinese,fresno,online,0,17.6530902945823,19.09697141997794,1,1
142,0,9,1.0,1,0.7319811323750726,english,fresno,phone,0,0.9247439927045438,21.28327604318458,0,1
143,6,10,1.0,4,0.8194018013934277,english,los_angeles,online,1,13.006774043365303,30.76178880497686,1,1
144,33,12,0.0,1,0.4444266360182665,english,san_diego,partner_cbo,1,8.735826776242352,26.396649701953034,0,1
145,15,5,1.0,7,0.482683839010065,spanish,other,online,0,9.75923151330273,33.20296691046772,1,0
146,2,6,0.0,2,0.8513961364976317,english,los_angeles,partner_cbo,0,7.588466178231183,38.57580775376507,1,1
147,4,7,1.0,5,0.6442387955931762,english,other,online,0,13.032904945924452,20.389790543831165,1,1
148,39,3,1.0,7,0.4823931302154623,spanish,fresno,partner_cbo,0,17.464431715468383,29.41869827580418,1,0
149,39,6,1.0,5,0.1525639282328265,spanish,los_angeles,partner_cbo,1,8.773238584330372,25.71371347489939,1,1
150,18,12,1.0,3,0.7380353678668057,spanish,los_angeles,in_person,0,15.12866643619525,26.77098660498939,1,1
151,25,10,0.0,3,0.5635274355476898,english,other,partner_cbo,0,6.907638001370596,34.69189768062628,0,1
152,21,9,0.0,1,0.22296242028804245,chinese,los_angeles,online,0,7.539504773654865,27.279049928557427,1,1
153,34,3,1.0,5,0.5913696674065628,english,los_angeles,partner_cbo,0,3.9943071639781698,30.645845733612695,0,1
154,2,6,0.0,6,0.7703510235324416,spanish,los_angeles,online,1,15.180527320166153,37.135795844078366,1,1
155,11,12,0.0,6,0.5537459837291229,english,los_angeles,in_person,1,13.691300845268485,27.184993260457656,0,1
156,24,6,0.0,2,0.28345354699549635,chinese,san_diego,online,1,8.322574948485578,31.73616034322986,1,0
157,10,1,1.0,2,0.48184986160478993,spanish,san_diego,partner_cbo,1,1.0068028987987763,14.402155320974304,1,1
158,5,1,1.0,1,0.4368547903636092,english,sacramento,online,0,6.344408667773206,21.368553491449404,1,1
159,27,10,1.0,1,0.7544441843683218,english,los_angeles,phone,1,8.336821195821969,32.61325432112416,1,1
160,10,6,1.0,4,0.4427748378819638,english,fresno,partner_cbo,0,15.969522429760467,37.11086303820968,1,1
161,37,11,1.0,4,0.7871611294270073,english,sacramento,online,1,5.485761567251679,14.445693513285093,0,1
162,15,2,0.0,1,0.30467885694226504,english,los_angeles,online,0,7.019227326713073,27.304412991114653,1,1
163,30,2,1.0,3,0.5546379444514781,spanish,other,online,0,7.489238635331564,23.632604333059554,0,0
164,9,6,0.0,5,0.5311569148266351,english,other,partner_cbo,1,10.051159802517036,32.060640501629074,1,0
165,15,7,1.0,7,0.6595626877874671,chinese,other,partner_cbo,1,24.59294769303981,46.56102307173869,0,1
166,23,1,1.0,5,0.5194059174456419,english,other,online,1,10.985406565008237,22.576085663262724,1,1
167,25,10,1.0,4,0.4682329775082463,english,sacramento,phone,0,0.0,24.211399937622186,1,1
168,8,4,0.0,4,0.8952455056393526,spanish,other,online,0,20.698973161919543,52.370354175153956,0,1
169,6,4,0.0,3,0.8875783046601058,english,sacramento,partner_cbo,0,18.980456013151223,44.27514937304224,1,1
170,39,11,1.0,3,0.30728088493847155,english,fresno,partner_cbo,0,10.23456624489244,37.5734915727902,0,1
171,13,1,0.0,2,0.7754016783959677,english,los_angeles,partner_cbo,0,8.097475506147852,21.853621484227745,0,0
172,16,7,1.0,6,0.6522241756764496,english,other,partner_cbo,0,13.412171383613126,35.773417466459065,0,0
173,16,4,1.0,4,0.5366587550314567,english,other,online,0,10.657257616024383,28.453935820014898,1,1
174,4,8,1.0,7,0.7009948822115453,english,sacramento,partner_cbo,0,14.76329261335821,42.32370227568395,0,1
175,15,4,1.0,7,0.35609461453220304,chinese,los_angeles,phone,0,15.17566503038772,33.04715555155515,1,1
176,1,2,0.0,2,0.32211037547926535,english,other,online,0,3.4761878644566737,21.490177474854015,1,1
177,31,7,0.0,2,0.3509154081894915,english,sacramento,phone,0,13.291498163227134,21.28022049477301,1,1
178,6,3,1.0,4,0.11008383169903505,chinese,other,online,0,4.747750226613589,27.385738657275617,0,0
179,37,12,0.0,6,0.49939677307195834,spanish,san_diego,partner_cbo,0,19.41571031907407,38.863352955215426,0,1
180,33,1,0.0,1,0.6222691533358855,english,los_angeles,online,0,13.438588237353393,31.656491650617145,1,1
181,17,12,1.0,2,0.9173466720662874,chinese,other,partner_cbo,0,13.200220900250445,27.50568732539563,1,0
182,38,5,0.0,6,0.473973974669851,english,other,in_person,0,5.089085684435464,38.73761206830937,0,1
183,22,2,1.0,7,0.2515550990333881,english,los_angeles,phone,0,5.712732786822553,33.179869583545205,1,1
184,1,5,0.0,4,0.9344526427088575,english,other,online,1,12.250712668186319,32.24296613433121,1,0
185,38,1,1.0,2,0.4521697084057782,spanish,san_diego,in_person,0,6.44298402909291,24.445609575002727,0,1
186,16,1,0.0,3,0.38757899373021937,english,los_angeles,phone,1,9.371268607199251,13.427412452910403,1,1
187,10,11,1.0,2,0.36097131953190764,english,los_angeles,in_person,0,5.3187673165673734,6.393118463841635,1,1
188,9,9,0.0,7,0.5280481101227305,english,fresno,phone,0,9.180584317266364,33.38561428731427,1,1
189,26,7,1.0,3,0.3429633520730708,english,fresno,phone,1,3.3139393989871246,13.134213394545807,1,1
190,18,5,1.0,5,0.3631113487121749,english,other,online,0,4.934333020694575,17.392571174226056,1,1
191,16,9,1.0,5,0.6986134898351701,spanish,los_angeles,partner_cbo,0,10.741772004006496,37.73233491680041,1,0
192,37,3,1.0,2,0.5271542007707398,chinese,san_diego,online,0,5.682423694431215,31.813806756556794,1,1
193,38,5,0.0,6,0.25366778379002647,english,other,phone,1,5.052045967409644,33.10327157908618,1,1
194,34,1,1.0,5,0.5743073255457962,spanish,san_diego,online,0,5.671694292767324,20.313142274435076,1,1
195,5,2,1.0,6,0.5901083632060378,english,other,partner_cbo,0,7.512016429924178,21.04307535688025,0,1
196,38,10,1.0,2,0.5036260998495242,english,sacramento,in_person,0,12.332693364912384,35.64174970580296,1,1
197,12,3,1.0,2,0.84410746272097,english,san_diego,online,0,3.880703259339179,27.350149524141017,1,1
198,30,5,1.0,1,0.9676231630995706,other,other,in_person,0,13.424832466612694,27.828580839572755,1,0
199,10,7,0.0,7,0.43303542542900025,chinese,los_angeles,phone,0,13.260972486922258,31.273930436892776,0,0
200,36,5,1.0,4,0.8379565704982576,spanish,other,online,0,14.388253925731387,29.532963359005503,1,1
201,9,5,0.0,2,0.830249319049988,spanish,fresno,online,0,16.01219315867827,34.550081905930845,0,0
202,13,1,1.0,2,0.4645618197694072,english,los_angeles,online,1,3.6429856724427117,17.708850235762704,1,1
203,6,7,0.0,7,0.31603801309391827,chinese,los_angeles,phone,0,17.425823807390685,37.30211998808635,1,1
204,5,3,0.0,2,0.5515799323966705,english,los_angeles,online,1,17.36199244698502,20.268837483604152,1,1
205,22,12,0.0,6,0.24108741187658375,english,los_angeles,in_person,0,10.309774089308297,20.702322125255613,1,1
206,12,10,1.0,4,0.5225584812829888,english,san_diego,in_person,0,11.715086717846274,22.004177074460593,0,1
207,24,8,1.0,5,0.3494568128359027,english,sacramento,online,0,6.426160576868883,12.903742731484437,1,1
208,37,9,0.0,7,0.1772162601296164,chinese,fresno,phone,0,10.397709620018567,36.268210500095954,1,1
209,30,7,0.0,6,0.35429827390335383,vietnamese,san_diego,online,1,12.045124816990961,20.02888459663212,0,1
210,21,12,0.0,4,0.4145060633905814,english,los_angeles,in_person,0,11.204447458576848,23.814189183554184,1,1
211,33,4,1.0,4,0.3220569705407581,english,los_angeles,phone,0,0.0,31.42726225341451,1,0
212,26,11,0.0,3,0.2971259255852421,spanish,los_angeles,online,0,18.898543348449365,30.60715271507938,1,1
213,1,10,1.0,3,0.740601373542422,spanish,other,partner_cbo,0,8.152603304937891,40.430787075119525,1,1
214,20,3,1.0,7,0.6955873819171983,english,san_diego,online,0,1.968786461490982,36.85711484826524,1,1
215,2,5,1.0,6,0.6311772040225985,spanish,other,partner_cbo,0,13.203533066707053,42.083941375697904,1,0
216,12,11,0.0,2,0.8379250396322901,english,los_angeles,online,0,8.170317012500888,24.340122537702282,1,0
217,21,7,1.0,6,0.49911779690892494,english,fresno,partner_cbo,1,1.4789825485982444,32.685662736457644,1,1
218,4,3,0.0,5,0.3247559116036107,english,sacramento,online,0,10.640608058799092,24.402115439577965,0,1
219,26,5,1.0,2,0.7530699338387714,english,los_angeles,phone,0,0.6129565828924193,13.15718607514939,1,1
220,22,5,0.0,2,0.34208922419045135,english,los_angeles,partner_cbo,0,8.918114325538864,29.952096869745635,0,0
221,4,5,1.0,6,0.5226886127301494,english,other,online,0,8.278848140444893,21.270785940885524,1,1
222,24,2,1.0,1,0.5689361721533563,vietnamese,los_angeles,online,1,3.5299510249786623,15.188526820101796,1,1
223,5,11,1.0,2,0.6470880275576788,english,los_angeles,partner_cbo,0,14.433581158756471,32.47552793166579,1,1
224,34,4,1.0,6,0.4719891674168164,spanish,los_angeles,in_person,0,11.791565098974313,42.07424497314547,1,1
225,21,8,1.0,4,0.8132373738740866,english,san_diego,partner_cbo,0,10.94395136275138,44.570640422247344,0,0
226,37,3,1.0,7,0.6459988914010065,spanish,other,partner_cbo,0,1.7149723326515325,27.17572449261165,0,1
227,32,2,1.0,3,0.7152638985637354,english,sacramento,in_person,0,6.691079029845816,29.191445642175648,1,1
228,27,6,1.0,2,0.3247719055592859,english,fresno,partner_cbo,1,5.052477139411307,14.203374255529114,1,1
229,28,10,1.0,4,0.43097926040510326,english,sacramento,partner_cbo,0,11.251951015991251,20.754547607531865,1,1
230,28,8,1.0,5,0.8123266860552789,english,fresno,online,0,7.107847536928729,14.651245405285641,0,1
231,18,11,1.0,1,0.5918165639397591,spanish,other,online,0,6.934160963815875,28.800267041346498,0,1
232,18,8,1.0,5,0.4712620466500325,chinese,other,online,0,17.348247122490786,24.397033822388163,1,1
233,22,12,1.0,4,0.8270379767969677,spanish,los_angeles,online,0,6.746890549183796,34.74794574558744,1,1
234,17,3,0.0,4,0.46256561645754923,english,los_angeles,online,0,8.35978766360158,31.94379128859378,0,1
235,26,9,1.0,4,0.4774795191536382,spanish,los_angeles,online,0,12.604017214956404,26.92447183080117,1,0
236,35,6,0.0,4,0.5552613300390086,spanish,los_angeles,partner_cbo,1,9.864546997004743,43.2530171626802,1,1
237,38,2,1.0,3,0.7390157210474082,other,fresno,partner_cbo,1,12.439975205054896,26.0344905481871,1,0
238,30,1,0.0,2,0.6561219215115568,spanish,los_angeles,online,1,17.787007274509538,27.994252424979468,1,1
239,19,11,1.0,4,0.7344921141801886,english,sacramento,partner_cbo,1,6.298749526613066,32.75104153478629,1,1
240,7,4,1.0,7,0.4209724316392968,english,los_angeles,phone,1,5.649245829799851,26.040940971662994,0,0
241,24,7,1.0,1,0.748535521905899,english,los_angeles,in_person,0,6.7618193082542914,23.965971586513703,1,1
242,4,5,0.0,7,0.34875175370984185,english,los_angeles,phone,0,18.93794585736851,30.122987314435974,1,1
243,26,4,1.0,7,0.569543107595995,other,los_angeles,partner_cbo,0,7.496906397756296,34.02506848868302,0,0
244,15,4,1.0,3,0.838358868687208,spanish,los_angeles,online,0,6.937359193911407,15.984116538385159,1,1
245,15,6,1.0,3,0.8437410938150469,english,san_diego,phone,0,5.33166889724218,22.69588027725139,1,1
246,23,8,0.0,4,0.8525135117718181,spanish,los_angeles,phone,1,11.913565343619414,30.199752312720317,0,0
247,37,10,1.0,6,0.4183870977537,vietnamese,san_diego,online,0,6.951634667072089,42.631205996392495,0,1
248,27,9,1.0,7,0.8790651377897216,english,other,in_person,0,10.087695304900553,31.503782325567663,1,1
249,26,12,0.0,7,0.6763873063569552,spanish,other,online,0,10.631598316310399,49.25287992935467,0,0
250,1,2,1.0,7,0.3781303948230247,vietnamese,los_angeles,partner_cbo,0,17.144003752922817,36.487069289677486,1,0
251,0,7,1.0,2,0.8136448320209446,spanish,fresno,partner_cbo,0,18.79250095767621,25.8205438811125,1,0
252,15,8,0.0,3,0.8520051626779434,spanish,los_angeles,online,1,10.099202917951573,28.936549789878516,1,1
253,6,2,1.0,1,0.9048836379374681,spanish,los_angeles,online,0,17.08426097375872,36.54780164778457,1,1
